strain_entity_id,canonical_genome_path,total_bp,contigs,largest_contig_bp,skani_compatible,exclusion_reason,learned_nearclone_block,raw_nearclone_block,FINAL_nearclone_99_5_block,learned_lineage95_block,raw_lineage95_block,FINAL_lineage_95_block
STRAIN_000373,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000373.fa.gz,2160583,1,2160583,True,,LNC_0289,RNC_0279,NC_0279,LANI95_0017,RANI95_0017,ANI95_0017
STRAIN_000374,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000374.fa.gz,3231771,2,1956412,True,,LNC_0003,RNC_0003,NC_0003,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000375,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000375.fa.gz,2393865,24,359291,True,,LNC_0056,RNC_0052,NC_0052,LANI95_0008,RANI95_0008,ANI95_0008
STRAIN_000376,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000376.fa.gz,3141590,1,3141590,True,,LNC_0003,RNC_0003,NC_0003,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000377,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000377.fa.gz,1950408,73,159496,True,,LNC_0290,RNC_0280,NC_0280,LANI95_0005,RANI95_0005,ANI95_0005
STRAIN_000378,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000378.fa.gz,3224773,67,312995,True,,LNC_0039,RNC_0033,NC_0033,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000379,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000379.fa.gz,2820682,139,189015,True,,LNC_0076,RNC_0071,NC_0071,LANI95_0004,RANI95_0004,ANI95_0004
STRAIN_000380,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000380.fa.gz,2474438,11,629071,True,,LNC_0057,RNC_0053,NC_0053,LANI95_0009,RANI95_0009,ANI95_0009
STRAIN_000381,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000381.fa.gz,1954043,30,404580,True,,LNC_0001,RNC_0002,NC_0002,LANI95_0010,RANI95_0010,ANI95_0010
STRAIN_000382,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000382.fa.gz,2057071,150,80409,True,,LNC_0291,RNC_0281,NC_0281,LANI95_0086,RANI95_0083,ANI95_0083
STRAIN_000383,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000383.fa.gz,2949099,38,350319,True,,LNC_0004,RNC_0005,NC_0005,LANI95_0003,RANI95_0003,ANI95_0003
STRAIN_000384,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000384.fa.gz,2383240,389,43276,True,,LNC_0061,RNC_0056,NC_0056,LANI95_0004,RANI95_0004,ANI95_0004
STRAIN_000385,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000385.fa.gz,3228096,14,1048781,True,,LNC_0005,RNC_0001,NC_0001,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000386,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000386.fa.gz,2340989,1,2340989,True,,LNC_0292,RNC_0282,NC_0282,LANI95_0002,RANI95_0002,ANI95_0002
STRAIN_000387,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000387.fa.gz,2458004,1,2458004,True,,LNC_0293,RNC_0283,NC_0283,LANI95_0002,RANI95_0002,ANI95_0002
STRAIN_000388,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000388.fa.gz,4030837,1,4030837,True,,LNC_0083,RNC_0078,NC_0078,LANI95_0014,RANI95_0014,ANI95_0014
STRAIN_000389,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000389.fa.gz,1875071,1,1875071,True,,LNC_0294,RNC_0086,NC_0086,LANI95_0019,RANI95_0019,ANI95_0019
STRAIN_000390,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000390.fa.gz,3322458,3,3261418,True,,LNC_0005,RNC_0001,NC_0001,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000391,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000391.fa.gz,2918888,1,2918888,True,,LNC_0032,RNC_0034,NC_0034,LANI95_0004,RANI95_0004,ANI95_0004
STRAIN_000392,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000392.fa.gz,1787436,1,1787436,True,,LNC_0038,RNC_0029,NC_0029,LANI95_0007,RANI95_0007,ANI95_0007
STRAIN_000393,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000393.fa.gz,2439005,50,256662,True,,LNC_0028,RNC_0030,NC_0030,LANI95_0009,RANI95_0009,ANI95_0009
STRAIN_000394,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000394.fa.gz,2591675,123,167250,True,,LNC_0028,RNC_0030,NC_0030,LANI95_0009,RANI95_0009,ANI95_0009
STRAIN_000395,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000395.fa.gz,4056281,1,4056281,True,,LNC_0011,RNC_0012,NC_0012,LANI95_0014,RANI95_0014,ANI95_0014
STRAIN_000396,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000396.fa.gz,2952218,1,2952218,True,,LNC_0015,RNC_0017,NC_0017,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000397,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000397.fa.gz,3274606,4,3254946,True,,LNC_0005,RNC_0001,NC_0001,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000398,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000398.fa.gz,2234097,1,2234097,True,,LNC_0295,RNC_0284,NC_0284,LANI95_0006,RANI95_0006,ANI95_0006
STRAIN_000399,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000399.fa.gz,3183959,57,270685,True,,LNC_0005,RNC_0001,NC_0001,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000400,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000400.fa.gz,3342747,239,252811,True,,LNC_0015,RNC_0017,NC_0017,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000401,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000401.fa.gz,2542511,51,872817,True,,LNC_0091,RNC_0087,NC_0087,LANI95_0015,RANI95_0015,ANI95_0015
STRAIN_000402,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000402.fa.gz,4597202,3,3794139,True,,LNC_0296,RNC_0285,NC_0285,LANI95_0087,RANI95_0084,ANI95_0084
STRAIN_000403,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000403.fa.gz,1963029,45,229710,True,,LNC_0025,RNC_0024,NC_0024,LANI95_0006,RANI95_0006,ANI95_0006
STRAIN_000404,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000404.fa.gz,3263715,4,3212951,True,,LNC_0007,RNC_0006,NC_0006,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000405,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000405.fa.gz,3425292,6,3131750,True,,LNC_0007,RNC_0006,NC_0006,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000406,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000406.fa.gz,3876919,1,3876919,True,,LNC_0011,RNC_0012,NC_0012,LANI95_0014,RANI95_0014,ANI95_0014
STRAIN_000407,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000407.fa.gz,3278495,166,260476,True,,LNC_0297,RNC_0286,NC_0286,LANI95_0088,RANI95_0085,ANI95_0085
STRAIN_000408,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000408.fa.gz,1856787,1,1856787,True,,LNC_0022,RNC_0007,NC_0007,LANI95_0007,RANI95_0007,ANI95_0007
STRAIN_000409,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000409.fa.gz,3354689,1,3354689,True,,LNC_0298,RNC_0287,NC_0287,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000410,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000410.fa.gz,2552671,1,2552671,True,,LNC_0299,RNC_0288,NC_0288,LANI95_0009,RANI95_0009,ANI95_0009
STRAIN_000411,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000411.fa.gz,1791656,1,1791656,True,,LNC_0038,RNC_0029,NC_0029,LANI95_0007,RANI95_0007,ANI95_0007
STRAIN_000412,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000412.fa.gz,4211343,1,4211343,True,,LNC_0011,RNC_0012,NC_0012,LANI95_0014,RANI95_0014,ANI95_0014
STRAIN_000413,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000413.fa.gz,2058319,1,2058319,True,,LNC_0092,RNC_0088,NC_0088,LANI95_0017,RANI95_0017,ANI95_0017
STRAIN_000414,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000414.fa.gz,4214812,1,4214812,True,,LNC_0011,RNC_0012,NC_0012,LANI95_0014,RANI95_0014,ANI95_0014
STRAIN_000415,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000415.fa.gz,1899956,1,1899956,True,,LNC_0300,RNC_0289,NC_0289,LANI95_0007,RANI95_0007,ANI95_0007
STRAIN_000416,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000416.fa.gz,3128783,2,3119435,True,,LNC_0009,RNC_0010,NC_0010,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000417,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000417.fa.gz,2264056,1,2264056,True,,LNC_0034,RNC_0035,NC_0035,LANI95_0002,RANI95_0002,ANI95_0002
STRAIN_000418,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000418.fa.gz,3455529,3,3388033,True,,LNC_0062,RNC_0001,NC_0001,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000419,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000419.fa.gz,2934954,1,2934954,True,,LNC_0014,RNC_0015,NC_0015,LANI95_0003,RANI95_0003,ANI95_0003
STRAIN_000420,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000420.fa.gz,2884677,11,2410217,True,,LNC_0301,RNC_0290,NC_0290,LANI95_0009,RANI95_0009,ANI95_0009
STRAIN_000421,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000421.fa.gz,1940170,1,1940170,True,,LNC_0302,RNC_0291,NC_0291,LANI95_0089,RANI95_0086,ANI95_0086
STRAIN_000422,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000422.fa.gz,2421287,1,2421287,True,,LNC_0303,RNC_0292,NC_0292,LANI95_0002,RANI95_0002,ANI95_0002
STRAIN_000423,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000423.fa.gz,1949874,1,1949874,True,,LNC_0304,RNC_0293,NC_0293,LANI95_0005,RANI95_0005,ANI95_0005
STRAIN_000424,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000424.fa.gz,3165622,25,803927,True,,LNC_0045,RNC_0042,NC_0042,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000425,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000425.fa.gz,2053066,1,2053066,True,,LNC_0092,RNC_0088,NC_0088,LANI95_0017,RANI95_0017,ANI95_0017
STRAIN_000426,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000426.fa.gz,4217945,1,4217945,True,,LNC_0011,RNC_0012,NC_0012,LANI95_0014,RANI95_0014,ANI95_0014
STRAIN_000427,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000427.fa.gz,3080303,102,405771,True,,LNC_0006,RNC_0008,NC_0008,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000428,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000428.fa.gz,2894885,25,434456,True,,LNC_0013,RNC_0014,NC_0014,LANI95_0003,RANI95_0003,ANI95_0003
STRAIN_000429,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000429.fa.gz,2098685,1,2098685,True,,LNC_0305,RNC_0294,NC_0294,LANI95_0005,RANI95_0005,ANI95_0005
STRAIN_000430,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000430.fa.gz,1869510,1,1869510,True,,LNC_0022,RNC_0007,NC_0007,LANI95_0007,RANI95_0007,ANI95_0007
STRAIN_000431,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000431.fa.gz,2850353,6,2642169,True,,LNC_0306,RNC_0295,NC_0295,LANI95_0015,RANI95_0015,ANI95_0015
STRAIN_000432,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000432.fa.gz,3576440,15,3235952,True,,LNC_0062,RNC_0001,NC_0001,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000433,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000433.fa.gz,2744915,193,161173,True,,LNC_0046,RNC_0043,NC_0043,LANI95_0004,RANI95_0004,ANI95_0004
STRAIN_000434,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000434.fa.gz,3646071,234,308690,True,,LNC_0063,RNC_0057,NC_0057,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000435,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000435.fa.gz,3393963,37,687397,True,,LNC_0307,RNC_0296,NC_0296,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000436,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000436.fa.gz,3127674,99,306238,True,,LNC_0308,RNC_0297,NC_0297,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000437,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000437.fa.gz,3198627,34,631275,True,,LNC_0003,RNC_0003,NC_0003,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000438,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000438.fa.gz,3302055,67,273566,True,,LNC_0005,RNC_0001,NC_0001,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000439,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000439.fa.gz,2302234,14,1570268,True,,LNC_0309,RNC_0298,NC_0298,LANI95_0006,RANI95_0006,ANI95_0006
STRAIN_000440,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000440.fa.gz,3433628,7,3193112,True,,LNC_0310,RNC_0299,NC_0299,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000441,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000441.fa.gz,2329981,22,347949,True,,LNC_0311,RNC_0300,NC_0300,LANI95_0002,RANI95_0002,ANI95_0002
STRAIN_000443,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000443.fa.gz,2272328,4,2176678,True,,LNC_0312,RNC_0301,NC_0301,LANI95_0005,RANI95_0005,ANI95_0005
STRAIN_000444,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000444.fa.gz,2009507,25,515002,True,,LNC_0001,RNC_0002,NC_0002,LANI95_0010,RANI95_0010,ANI95_0010
STRAIN_000445,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000445.fa.gz,1868180,1,1868180,True,,LNC_0313,RNC_0086,NC_0086,LANI95_0019,RANI95_0019,ANI95_0019
STRAIN_000446,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000446.fa.gz,2872742,72,207972,True,,LNC_0017,RNC_0019,NC_0019,LANI95_0003,RANI95_0003,ANI95_0003
STRAIN_000447,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000447.fa.gz,3114755,2,3068152,True,,LNC_0314,RNC_0302,NC_0302,LANI95_0003,RANI95_0003,ANI95_0003
STRAIN_000448,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000448.fa.gz,3462990,7,3249180,True,,LNC_0003,RNC_0003,NC_0003,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000449,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000449.fa.gz,2403402,1,2403402,True,,LNC_0315,RNC_0303,NC_0303,LANI95_0012,RANI95_0012,ANI95_0012
STRAIN_000450,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000450.fa.gz,1861754,1,1861754,True,,LNC_0316,RNC_0304,NC_0304,LANI95_0019,RANI95_0019,ANI95_0019
STRAIN_000451,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000451.fa.gz,3311056,1,3311056,True,,LNC_0040,RNC_0038,NC_0038,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000452,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000452.fa.gz,1839134,1,1839134,True,,LNC_0030,RNC_0007,NC_0007,LANI95_0007,RANI95_0007,ANI95_0007
STRAIN_000453,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000453.fa.gz,2736171,10,2361510,True,,LNC_0317,RNC_0305,NC_0305,LANI95_0009,RANI95_0009,ANI95_0009
STRAIN_000454,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000454.fa.gz,3230754,2,3197722,True,,LNC_0009,RNC_0010,NC_0010,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000455,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000455.fa.gz,2330408,25,376001,True,,LNC_0318,RNC_0306,NC_0306,LANI95_0012,RANI95_0012,ANI95_0012
STRAIN_000456,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000456.fa.gz,1636037,2,1422440,True,,LNC_0319,RNC_0307,NC_0307,LANI95_0090,RANI95_0087,ANI95_0087
STRAIN_000457,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000457.fa.gz,2884966,1,2884966,True,,LNC_0013,RNC_0014,NC_0014,LANI95_0003,RANI95_0003,ANI95_0003
STRAIN_000458,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000458.fa.gz,2493021,9,2250660,True,,LNC_0055,RNC_0051,NC_0051,LANI95_0015,RANI95_0015,ANI95_0015
STRAIN_000459,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000459.fa.gz,2753892,5,2495882,True,,LNC_0320,RNC_0308,NC_0308,LANI95_0008,RANI95_0008,ANI95_0008
STRAIN_000460,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000460.fa.gz,2537767,7,2381789,True,,LNC_0093,RNC_0089,NC_0089,LANI95_0008,RANI95_0008,ANI95_0008
STRAIN_000461,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000461.fa.gz,2536054,6,2392933,True,,LNC_0018,RNC_0016,NC_0016,LANI95_0008,RANI95_0008,ANI95_0008
STRAIN_000462,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000462.fa.gz,2701962,7,2530136,True,,LNC_0018,RNC_0016,NC_0016,LANI95_0008,RANI95_0008,ANI95_0008
STRAIN_000463,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000463.fa.gz,2418286,7,2248137,True,,LNC_0055,RNC_0051,NC_0051,LANI95_0015,RANI95_0015,ANI95_0015
STRAIN_000464,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000464.fa.gz,2459217,4,2422150,True,,LNC_0018,RNC_0016,NC_0016,LANI95_0008,RANI95_0008,ANI95_0008
STRAIN_000465,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000465.fa.gz,2768844,10,2397052,True,,LNC_0321,RNC_0309,NC_0309,LANI95_0015,RANI95_0015,ANI95_0015
STRAIN_000466,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000466.fa.gz,2655844,6,2453536,True,,LNC_0077,RNC_0072,NC_0072,LANI95_0015,RANI95_0015,ANI95_0015
STRAIN_000467,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000467.fa.gz,2694855,11,2419867,True,,LNC_0091,RNC_0087,NC_0087,LANI95_0015,RANI95_0015,ANI95_0015
STRAIN_000468,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000468.fa.gz,2788530,8,2571403,True,,LNC_0322,RNC_0310,NC_0310,LANI95_0008,RANI95_0008,ANI95_0008
STRAIN_000469,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000469.fa.gz,2499250,5,2381788,True,,LNC_0093,RNC_0089,NC_0089,LANI95_0008,RANI95_0008,ANI95_0008
STRAIN_000470,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000470.fa.gz,3246143,4,3055892,True,,LNC_0323,RNC_0025,NC_0025,LANI95_0004,RANI95_0004,ANI95_0004
STRAIN_000471,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000471.fa.gz,2977711,77,322041,True,,LNC_0012,RNC_0013,NC_0013,LANI95_0004,RANI95_0004,ANI95_0004
STRAIN_000472,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000472.fa.gz,2644941,22,848233,True,,LNC_0324,RNC_0311,NC_0311,LANI95_0009,RANI95_0009,ANI95_0009
STRAIN_000473,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000473.fa.gz,2079964,3,2053862,True,,LNC_0325,RNC_0312,NC_0312,LANI95_0091,RANI95_0088,ANI95_0088
STRAIN_000474,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000474.fa.gz,2148629,20,759941,True,,LNC_0326,RNC_0313,NC_0313,LANI95_0016,RANI95_0016,ANI95_0016
STRAIN_000475,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000475.fa.gz,2313528,61,168464,True,,LNC_0327,RNC_0314,NC_0314,LANI95_0006,RANI95_0006,ANI95_0006
STRAIN_000476,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000476.fa.gz,2239921,1,2239921,True,,LNC_0035,RNC_0036,NC_0036,LANI95_0005,RANI95_0005,ANI95_0005
STRAIN_000477,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000477.fa.gz,2509249,8,2428349,True,,LNC_0018,RNC_0016,NC_0016,LANI95_0008,RANI95_0008,ANI95_0008
STRAIN_000478,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000478.fa.gz,3047840,1,3047840,True,,LNC_0014,RNC_0015,NC_0015,LANI95_0003,RANI95_0003,ANI95_0003
STRAIN_000479,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000479.fa.gz,3165258,92,213451,True,,LNC_0049,RNC_0046,NC_0046,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000480,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000480.fa.gz,3311558,68,291140,True,,LNC_0021,RNC_0021,NC_0021,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000481,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000481.fa.gz,3988602,1,3988602,True,,LNC_0064,RNC_0058,NC_0058,LANI95_0014,RANI95_0014,ANI95_0014
STRAIN_000482,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000482.fa.gz,3988649,1,3988649,True,,LNC_0064,RNC_0058,NC_0058,LANI95_0014,RANI95_0014,ANI95_0014
STRAIN_000483,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000483.fa.gz,2459326,29,435481,True,,LNC_0328,RNC_0315,NC_0315,LANI95_0009,RANI95_0009,ANI95_0009
STRAIN_000484,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000484.fa.gz,3132867,1,3132867,True,,LNC_0094,RNC_0090,NC_0090,LANI95_0018,RANI95_0018,ANI95_0018
STRAIN_000485,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000485.fa.gz,2063606,1,2063606,True,,LNC_0329,RNC_0316,NC_0316,LANI95_0005,RANI95_0005,ANI95_0005
STRAIN_000486,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000486.fa.gz,3988630,1,3988630,True,,LNC_0064,RNC_0058,NC_0058,LANI95_0014,RANI95_0014,ANI95_0014
STRAIN_000487,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000487.fa.gz,4169187,2,4086692,True,,LNC_0330,RNC_0317,NC_0317,LANI95_0014,RANI95_0014,ANI95_0014
STRAIN_000488,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000488.fa.gz,4147173,1,4147173,True,,LNC_0331,RNC_0318,NC_0318,LANI95_0014,RANI95_0014,ANI95_0014
STRAIN_000489,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000489.fa.gz,1982893,149,97347,True,,LNC_0332,RNC_0319,NC_0319,LANI95_0005,RANI95_0005,ANI95_0005
STRAIN_000490,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000490.fa.gz,3200572,2,3186859,True,,LNC_0021,RNC_0021,NC_0021,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000491,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000491.fa.gz,1944323,1,1944323,True,,LNC_0002,RNC_0004,NC_0004,LANI95_0011,RANI95_0011,ANI95_0011
STRAIN_000492,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000492.fa.gz,3040388,1,3040388,True,,LNC_0037,RNC_0006,NC_0006,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000493,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000493.fa.gz,1991906,1,1991906,True,,LNC_0001,RNC_0002,NC_0002,LANI95_0010,RANI95_0010,ANI95_0010
STRAIN_000494,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000494.fa.gz,2898501,166,396305,True,,LNC_0013,RNC_0014,NC_0014,LANI95_0003,RANI95_0003,ANI95_0003
STRAIN_000495,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000495.fa.gz,2092273,1,2092273,True,,LNC_0333,RNC_0320,NC_0320,LANI95_0005,RANI95_0005,ANI95_0005
STRAIN_000496,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000496.fa.gz,3368579,66,575210,True,,LNC_0334,RNC_0321,NC_0321,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000497,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000497.fa.gz,2942538,1,2942538,True,,LNC_0335,RNC_0322,NC_0322,LANI95_0004,RANI95_0004,ANI95_0004
