strain_entity_id,canonical_genome_path,total_bp,contigs,largest_contig_bp,skani_compatible,exclusion_reason
STRAIN_000619,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000619.fa.gz,3166802,136,231117,True,
STRAIN_000620,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000620.fa.gz,3170582,131,230264,True,
STRAIN_000621,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000621.fa.gz,3184427,161,151722,True,
STRAIN_000622,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000622.fa.gz,2274632,1,2274632,True,
STRAIN_000623,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000623.fa.gz,3649371,11,3184808,True,
STRAIN_000624,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000624.fa.gz,1857655,25,675994,True,
STRAIN_000625,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000625.fa.gz,2066995,115,102034,True,
STRAIN_000626,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000626.fa.gz,2627820,82,444394,True,
STRAIN_000627,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000627.fa.gz,3003415,125,290533,True,
STRAIN_000628,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000628.fa.gz,2009598,1,2009598,True,
STRAIN_000629,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000629.fa.gz,2725308,164,160031,True,
STRAIN_000630,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000630.fa.gz,3332995,192,130875,True,
STRAIN_000631,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000631.fa.gz,2024026,91,147738,True,
STRAIN_000632,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000632.fa.gz,3534932,1,3534932,True,
STRAIN_000633,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000633.fa.gz,2426000,57,488443,True,
STRAIN_000634,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000634.fa.gz,2265060,21,681072,True,
STRAIN_000635,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000635.fa.gz,2333831,114,498713,True,
STRAIN_000636,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000636.fa.gz,2731642,91,201520,True,
STRAIN_000637,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000637.fa.gz,2608223,1,2608223,True,
STRAIN_000638,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000638.fa.gz,2365873,1,2365873,True,
STRAIN_000639,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000639.fa.gz,2941522,1,2941522,True,
STRAIN_000640,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000640.fa.gz,2528774,3,2511216,True,
STRAIN_000641,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000641.fa.gz,2416054,6,2266069,True,
STRAIN_000642,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000642.fa.gz,2569807,56,421514,True,
STRAIN_000643,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000643.fa.gz,2477403,28,346441,True,
STRAIN_000644,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000644.fa.gz,3259255,2,3194447,True,
STRAIN_000645,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000645.fa.gz,2151788,3,2084748,True,
STRAIN_000646,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000646.fa.gz,3306722,2,3255555,True,
STRAIN_000647,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000647.fa.gz,2872191,130,289022,True,
STRAIN_000648,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000648.fa.gz,2377451,321,43231,True,
STRAIN_000649,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000649.fa.gz,3034666,123,480713,True,
STRAIN_000650,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000650.fa.gz,2909187,190,123632,True,
STRAIN_000651,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000651.fa.gz,2834560,34,722392,True,
STRAIN_000652,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000652.fa.gz,2655682,123,449021,True,
STRAIN_000653,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000653.fa.gz,3020118,128,237568,True,
STRAIN_000654,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000654.fa.gz,3067813,2,3022021,True,
STRAIN_000655,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000655.fa.gz,2075935,151,150626,True,
STRAIN_000656,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000656.fa.gz,3222993,48,537183,True,
STRAIN_000657,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000657.fa.gz,3064363,1,3064363,True,
STRAIN_000658,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000658.fa.gz,2452339,1,2452339,True,
STRAIN_000659,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000659.fa.gz,2056704,133,230461,True,
STRAIN_000660,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000660.fa.gz,2238401,1,2238401,True,
STRAIN_000661,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000661.fa.gz,3382104,4,3206264,True,
STRAIN_000662,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000662.fa.gz,2430682,1,2430682,True,
STRAIN_000663,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000663.fa.gz,3240583,3,3183386,True,
STRAIN_000664,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000664.fa.gz,3332776,2,3323296,True,
STRAIN_000665,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000665.fa.gz,3103773,107,238720,True,
STRAIN_000666,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000666.fa.gz,2867519,7,2667255,True,
STRAIN_000667,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000667.fa.gz,3327263,6,3222977,True,
STRAIN_000668,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000668.fa.gz,2424658,91,288625,True,
STRAIN_000669,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000669.fa.gz,3268876,14,694118,True,
STRAIN_000670,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000670.fa.gz,2016340,29,298694,True,
STRAIN_000671,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000671.fa.gz,3169723,403,236189,True,
STRAIN_000672,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000672.fa.gz,2102268,1,2102268,True,
STRAIN_000673,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000673.fa.gz,2214245,58,418722,True,
STRAIN_000674,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000674.fa.gz,3308829,57,547817,True,
STRAIN_000675,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000675.fa.gz,3243828,5,3085008,True,
STRAIN_000676,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000676.fa.gz,2161794,16,467960,True,
STRAIN_000677,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000677.fa.gz,1939032,1,1939032,True,
STRAIN_000678,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000678.fa.gz,2226862,1,2226862,True,
STRAIN_000679,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000679.fa.gz,2016419,134,118821,True,
STRAIN_000680,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000680.fa.gz,2091502,415,165143,True,
STRAIN_000681,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000681.fa.gz,1937197,1,1937197,True,
STRAIN_000682,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000682.fa.gz,3181792,56,341766,True,
STRAIN_000683,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000683.fa.gz,3253666,5,3037092,True,
STRAIN_000684,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000684.fa.gz,3002945,39,2924905,True,
STRAIN_000685,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000685.fa.gz,3315179,65,553725,True,
STRAIN_000686,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000686.fa.gz,2101878,1,2101878,True,
STRAIN_000687,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000687.fa.gz,2689055,25,925382,True,
STRAIN_000688,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000688.fa.gz,3075253,150,217853,True,
STRAIN_000689,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000689.fa.gz,2923663,1,2923663,True,
STRAIN_000690,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000690.fa.gz,3230201,3,3191656,True,
STRAIN_000691,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000691.fa.gz,3264501,5,3171824,True,
STRAIN_000692,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000692.fa.gz,3057669,558,264166,True,
STRAIN_000693,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000693.fa.gz,2162818,5,2069421,True,
STRAIN_000694,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000694.fa.gz,3366732,3,3265930,True,
STRAIN_000695,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000695.fa.gz,1887974,1,1887974,True,
STRAIN_000696,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000696.fa.gz,2706818,5,2573315,True,
STRAIN_000697,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000697.fa.gz,3062980,80,318447,True,
STRAIN_000698,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000698.fa.gz,3054756,77,318234,True,
STRAIN_000699,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000699.fa.gz,3082039,127,318344,True,
STRAIN_000700,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000700.fa.gz,3082213,78,294749,True,
STRAIN_000701,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000701.fa.gz,3364901,3,3244416,True,
STRAIN_000702,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000702.fa.gz,2902983,108,286929,True,
STRAIN_000703,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000703.fa.gz,3323585,6,3218570,True,
STRAIN_000704,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000704.fa.gz,3250154,2,3242936,True,
STRAIN_000705,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000705.fa.gz,2892155,29,340081,True,
STRAIN_000706,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000706.fa.gz,2360935,1,2360935,True,
STRAIN_000707,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000707.fa.gz,2077539,170,123955,True,
STRAIN_000708,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000708.fa.gz,2163875,12,704409,True,
STRAIN_000709,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000709.fa.gz,2969245,45,217835,True,
STRAIN_000710,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000710.fa.gz,3317677,3,3247789,True,
STRAIN_000711,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000711.fa.gz,3007502,1,3007502,True,
STRAIN_000712,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000712.fa.gz,3304282,1,3304282,True,
STRAIN_000713,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000713.fa.gz,3218730,40,702547,True,
STRAIN_000714,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000714.fa.gz,2669227,148,259009,True,
STRAIN_000715,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000715.fa.gz,3132038,102,294552,True,
STRAIN_000716,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000716.fa.gz,3161186,45,611865,True,
STRAIN_000717,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000717.fa.gz,2199865,3,1630832,True,
STRAIN_000718,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000718.fa.gz,3450683,14,3143149,True,
STRAIN_000719,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000719.fa.gz,2286958,31,423567,True,
STRAIN_000720,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000720.fa.gz,2426298,6,986561,True,
STRAIN_000721,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000721.fa.gz,5028010,1,5028010,True,
STRAIN_000722,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000722.fa.gz,3269258,6,3152304,True,
STRAIN_000723,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000723.fa.gz,3082420,352,279800,True,
STRAIN_000724,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000724.fa.gz,1879705,100,1654674,True,
STRAIN_000725,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000725.fa.gz,1987806,21,709917,True,
STRAIN_000726,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000726.fa.gz,2403825,1,2403825,True,
STRAIN_000727,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000727.fa.gz,3310911,2,3257370,True,
STRAIN_000728,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000728.fa.gz,2759364,176,126611,True,
STRAIN_000729,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000729.fa.gz,2760455,175,126611,True,
STRAIN_000730,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000730.fa.gz,3249803,1,3249803,True,
STRAIN_000731,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000731.fa.gz,2427458,1,2427458,True,
STRAIN_000732,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000732.fa.gz,2535489,1,2535489,True,
STRAIN_000733,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000733.fa.gz,3007472,1,3007472,True,
STRAIN_000734,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000734.fa.gz,3344312,2,3308242,True,
STRAIN_000735,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000735.fa.gz,2212477,1,2212477,True,
STRAIN_000736,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000736.fa.gz,2193720,1,2193720,True,
STRAIN_000737,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000737.fa.gz,1917453,31,288297,True,
STRAIN_000738,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000738.fa.gz,2831954,1,2831954,True,
STRAIN_000739,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000739.fa.gz,2935174,1,2935174,True,
STRAIN_000740,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000740.fa.gz,2991149,1,2991149,True,
STRAIN_000741,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000741.fa.gz,3353701,3,3295397,True,
STRAIN_000742,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000742.fa.gz,2372186,150,969914,True,
STRAIN_000743,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000743.fa.gz,2033249,222,1538848,True,
STRAIN_000744,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000744.fa.gz,2089853,62,2061480,True,
STRAIN_000745,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000745.fa.gz,1972106,145,695265,True,
STRAIN_000746,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000746.fa.gz,2370304,146,1351428,True,
STRAIN_000747,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000747.fa.gz,2354445,111,444013,True,
STRAIN_000748,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000748.fa.gz,2440372,4,2325058,True,
STRAIN_000749,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000749.fa.gz,2094354,1,2094354,True,
STRAIN_000750,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000750.fa.gz,2893669,57,310149,True,
STRAIN_000751,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000751.fa.gz,1902828,85,149358,True,
STRAIN_000752,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000752.fa.gz,1920050,10,645270,True,
STRAIN_000753,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000753.fa.gz,3250700,65,307873,True,
STRAIN_000754,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000754.fa.gz,2859213,2,1449447,True,
STRAIN_000755,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000755.fa.gz,3434822,5,3269650,True,
STRAIN_000756,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000756.fa.gz,2149913,1,2149913,True,
STRAIN_000757,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000757.fa.gz,2392818,33,489873,True,
STRAIN_000758,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000758.fa.gz,2393285,1,2393285,True,
STRAIN_000759,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000759.fa.gz,2408466,54,667100,True,
STRAIN_000760,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000760.fa.gz,3575075,15,3333671,True,
STRAIN_000761,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000761.fa.gz,1787406,82,132377,True,
STRAIN_000762,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000762.fa.gz,1789281,82,132432,True,
STRAIN_000763,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000763.fa.gz,2073192,296,64033,True,
STRAIN_000764,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000764.fa.gz,2149912,1,2149912,True,
STRAIN_000765,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000765.fa.gz,2399145,5,2297399,True,
STRAIN_000766,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000766.fa.gz,1950042,365,64463,True,
STRAIN_000767,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000767.fa.gz,2385558,1,2385558,True,
STRAIN_000768,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000768.fa.gz,3179881,36,528392,True,
STRAIN_000769,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000769.fa.gz,1873425,64,246083,True,
STRAIN_000770,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000770.fa.gz,1716855,46,348921,True,
STRAIN_000771,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000771.fa.gz,1703928,182,106885,True,
STRAIN_000772,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000772.fa.gz,1719292,48,290041,True,
STRAIN_000773,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000773.fa.gz,1728343,56,318122,True,
STRAIN_000774,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000774.fa.gz,1693234,37,287389,True,
STRAIN_000775,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000775.fa.gz,1854786,84,188902,True,
STRAIN_000776,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000776.fa.gz,1852353,75,197256,True,
STRAIN_000777,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000777.fa.gz,3129120,258,277626,True,
STRAIN_000778,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000778.fa.gz,2542145,213,152662,True,
STRAIN_000779,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000779.fa.gz,2593201,211,134682,True,
STRAIN_000780,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000780.fa.gz,2369863,1,2369863,True,
STRAIN_000781,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000781.fa.gz,5064093,3,5055406,True,
STRAIN_000782,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000782.fa.gz,3255228,1,3255228,True,
STRAIN_000783,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000783.fa.gz,2266368,20,680428,True,
STRAIN_000784,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000784.fa.gz,2505036,88,342003,True,
STRAIN_000785,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000785.fa.gz,3320817,8,3058984,True,
STRAIN_000786,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000786.fa.gz,2416492,1,2416492,True,
STRAIN_000787,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000787.fa.gz,2640087,9,2421519,True,
STRAIN_000788,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000788.fa.gz,1991096,1,1991096,True,
STRAIN_000789,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000789.fa.gz,3121984,12,1852232,True,
STRAIN_000790,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000790.fa.gz,3289508,67,505091,True,
STRAIN_000791,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000791.fa.gz,3248882,28,547079,True,
STRAIN_000792,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000792.fa.gz,3299451,34,481517,True,
STRAIN_000793,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000793.fa.gz,3138505,51,774813,True,
STRAIN_000794,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000794.fa.gz,2466849,4,2428178,True,
STRAIN_000795,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000795.fa.gz,2958982,143,288148,True,
STRAIN_000796,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000796.fa.gz,3346408,7,3200527,True,
STRAIN_000797,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000797.fa.gz,3404719,2,3184937,True,
STRAIN_000798,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000798.fa.gz,2032186,1,2032186,True,
STRAIN_000799,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000799.fa.gz,3048833,123,434898,True,
STRAIN_000800,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000800.fa.gz,2991153,1,2991153,True,
STRAIN_000801,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000801.fa.gz,2172569,1,2172569,True,
STRAIN_000802,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000802.fa.gz,3314193,10,3016749,True,
STRAIN_000803,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000803.fa.gz,3482523,9,3101304,True,
STRAIN_000804,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000804.fa.gz,3415213,519,170426,True,
STRAIN_000805,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000805.fa.gz,1853948,1,1853948,True,
STRAIN_000806,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000806.fa.gz,2342780,48,423721,True,
STRAIN_000807,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000807.fa.gz,3151087,2,3102336,True,
STRAIN_000808,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000808.fa.gz,2391204,3,2247329,True,
STRAIN_000809,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000809.fa.gz,2030963,1,2030963,True,
STRAIN_000810,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000810.fa.gz,2233760,1,2233760,True,
STRAIN_000811,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000811.fa.gz,1862668,3,1854857,True,
STRAIN_000812,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000812.fa.gz,2336700,2,2330951,True,
STRAIN_000813,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000813.fa.gz,1991969,1,1991969,True,
STRAIN_000814,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000814.fa.gz,2968535,4,2937601,True,
STRAIN_000815,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000815.fa.gz,2757833,1,2757833,True,
STRAIN_000816,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000816.fa.gz,3143541,2,3076746,True,
STRAIN_000817,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000817.fa.gz,3197263,1,3197263,True,
STRAIN_000818,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000818.fa.gz,3144152,168,161575,True,
STRAIN_000819,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000819.fa.gz,1869019,117,147547,True,
STRAIN_000820,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000820.fa.gz,2556337,174,279119,True,
STRAIN_000821,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000821.fa.gz,3434047,10,3121955,True,
STRAIN_000822,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000822.fa.gz,2081372,251,138409,True,
STRAIN_000823,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000823.fa.gz,1766718,105,147024,True,
STRAIN_000824,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000824.fa.gz,1723696,97,146487,True,
