strain_entity_id,current_genome_key,primary_accession,gcf_accession,gca_accession,species,strain,taxon_main,taxon_key,assembly_level,culture_collection,isolation_source,isolation_host,isolation_country,isolation_sample_type,legacy_pdb_ids,legacy_genome_uids,culture_collection_ids,local_genome_files,local_genome_file_count,old_paper_count,old_evidence_count,old_clinical_count,old_animal_count,old_in_vitro_count,probiotic_source_tags,matched_evidence_rows_v3,matched_publications_v3,matched_functions_v3,clinical_evidence_v3,animal_evidence_v3,in_vitro_evidence_v3,has_strain_resolved_evidence_v3,registry_accession_candidates,accession_source_columns,identity_match_status,identity_match_method,matched_genome_path,matched_genome_file,matched_genome_accessions,matched_valid_fasta,matched_total_bp,matched_n50,matched_contigs
STRAIN_000935,GCF_041725645.1,GCF_041725645.1,GCF_041725645.1,GCA_041725645.1,Lactiplantibacillus plantarum,JY067,plantarum,plantarum,Complete Genome,,dairy products,,China:Tibetan,Microbe,PDB_000941,Lactiplantibacillus plantarum||JY067,,G:\安雄伟论文\数据\genomes\ncbi\GCA_041725645.1.fa.gz,1,1,1,1,0,0,Optibac,0,0,0,0,0,0,NO,GCF_041725645.1 | GCA_041725645.1,"GCF_041725645.1:current_genome_key,primary_accession,gcf_accession || GCA_041725645.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_041725645.1.fa.gz,GCA_041725645.1.fa.gz,GCA_041725645.1,True,3366048,3095858,10
STRAIN_000936,GCF_041888795.1,GCF_041888795.1,GCF_041888795.1,GCA_041888795.1,Limosilactobacillus reuteri subsp. kinnaridis,BG-R46,reuteri,reuteri|kinnaridis,Complete Genome,DSM:32846,,Homo sapiens,Sweden: Uppsala,whole organism,PDB_000272,Limosilactobacillus reuteri subsp. kinnaridis||BG-R46,DSM32846,G:\安雄伟论文\数据\genomes\ncbi\GCA_041888795.1.fa.gz,1,0,0,0,0,0,Optibac,0,0,0,0,0,0,NO,GCF_041888795.1 | GCA_041888795.1,"GCF_041888795.1:current_genome_key,primary_accession,gcf_accession || GCA_041888795.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_041888795.1.fa.gz,GCA_041888795.1.fa.gz,GCA_041888795.1,True,2251603,2225488,3
STRAIN_000937,GCF_041888805.1,GCF_041888805.1,GCF_041888805.1,GCA_041888805.1,Limosilactobacillus reuteri subsp. kinnaridis,DSM 17938,reuteri,reuteri|kinnaridis,Complete Genome,,,Homo sapiens,Sweden: Uppsala,Whole organism,PDB_000273,Limosilactobacillus reuteri subsp. kinnaridis||DSM 17938,DSM17938,G:\安雄伟论文\数据\genomes\ncbi\GCA_041888805.1.fa.gz,1,5,5,0,5,0,Optibac,6,5,2,0,0,0,YES,GCF_041888805.1 | GCA_041888805.1,"GCF_041888805.1:current_genome_key,primary_accession,gcf_accession || GCA_041888805.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_041888805.1.fa.gz,GCA_041888805.1.fa.gz,GCA_041888805.1,True,2249437,2223332,3
STRAIN_000938,GCF_042691645.1,GCF_042691645.1,GCF_042691645.1,GCA_042691645.1,Lactiplantibacillus plantarum,LP01,plantarum,plantarum,Complete Genome,,missing,,Malta,lyophilised strain,PDB_000035,Lactiplantibacillus plantarum||LP01,,G:\安雄伟论文\数据\genomes\ncbi\GCA_042691645.1.fa.gz,1,10,10,1,9,0,Optibac,0,0,0,0,0,0,NO,GCF_042691645.1 | GCA_042691645.1,"GCF_042691645.1:current_genome_key,primary_accession,gcf_accession || GCA_042691645.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_042691645.1.fa.gz,GCA_042691645.1.fa.gz,GCA_042691645.1,True,3241974,3197760,3
STRAIN_000939,GCF_043951895.1,GCF_043951895.1,GCF_043951895.1,GCA_043951895.1,Lactiplantibacillus plantarum,LP3-9,plantarum,plantarum,Scaffold,,missing,,China:Hubei,natural,PDB_000174,Lactiplantibacillus plantarum||LP3-9,,G:\安雄伟论文\数据\genomes\ncbi\GCA_043951895.1.fa.gz,1,1,1,0,1,0,Optibac,0,0,0,0,0,0,NO,GCF_043951895.1 | GCA_043951895.1,"GCF_043951895.1:current_genome_key,primary_accession,gcf_accession || GCA_043951895.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_043951895.1.fa.gz,GCA_043951895.1.fa.gz,GCA_043951895.1,True,3202320,110122,105
STRAIN_000940,GCF_044283575.1,GCF_044283575.1,GCF_044283575.1,GCA_044283575.1,Lacticaseibacillus rhamnosus,OF44,rhamnosus,rhamnosus,Chromosome,,,Homo sapiens,China:Chinese feces,,PDB_000203,Lacticaseibacillus rhamnosus||OF44,,G:\安雄伟论文\数据\genomes\ncbi\GCA_044283575.1.fa.gz,1,1,1,0,1,0,Optibac,0,0,0,0,0,0,NO,GCF_044283575.1 | GCA_044283575.1,"GCF_044283575.1:current_genome_key,primary_accession,gcf_accession || GCA_044283575.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_044283575.1.fa.gz,GCA_044283575.1.fa.gz,GCA_044283575.1,True,2978869,2978869,1
STRAIN_000941,GCF_044383485.1,GCF_044383485.1,GCF_044383485.1,GCA_044383485.1,Limosilactobacillus reuteri,KUB-AC5,reuteri,reuteri,Scaffold,,intestine,chicken,Thailand,cell culture,PDB_000261,Limosilactobacillus reuteri||KUB-AC5,,G:\安雄伟论文\数据\genomes\ncbi\GCA_044383485.1.fa.gz,1,0,0,0,0,0,,0,0,0,0,0,0,NO,GCF_044383485.1 | GCA_044383485.1,"GCF_044383485.1:current_genome_key,primary_accession,gcf_accession || GCA_044383485.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_044383485.1.fa.gz,GCA_044383485.1.fa.gz,GCA_044383485.1,True,2187995,38166,145
STRAIN_000942,GCF_044758965.1,GCF_044758965.1,GCF_044758965.1,GCA_044758965.1,Lactiplantibacillus plantarum,HY705,plantarum,plantarum,Chromosome,,food,,korea: daegu,single cell,PDB_000881,Lactiplantibacillus plantarum||HY705,,G:\安雄伟论文\数据\genomes\ncbi\GCA_044758965.1.fa.gz,1,2,2,0,0,0,,0,0,0,0,0,0,NO,GCF_044758965.1 | GCA_044758965.1,"GCF_044758965.1:current_genome_key,primary_accession,gcf_accession || GCA_044758965.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_044758965.1.fa.gz,GCA_044758965.1.fa.gz,GCA_044758965.1,True,3271053,3271053,1
STRAIN_000943,GCF_045256955.1,GCF_045256955.1,GCF_045256955.1,GCA_045256955.1,Lacticaseibacillus rhamnosus,484 Genome sequencing,rhamnosus,rhamnosus,Complete Genome,,Human milk,Homo sapiens,Poland: Kielce Hospital named after St. Alexander,,PDB_000205,Lacticaseibacillus rhamnosus||484 Genome sequencing,,G:\安雄伟论文\数据\genomes\ncbi\GCA_045256955.1.fa.gz,1,0,0,0,0,0,Optibac,0,0,0,0,0,0,NO,GCF_045256955.1 | GCA_045256955.1,"GCF_045256955.1:current_genome_key,primary_accession,gcf_accession || GCA_045256955.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_045256955.1.fa.gz,GCA_045256955.1.fa.gz,GCA_045256955.1,True,3007191,3007191,1
STRAIN_000944,GCF_045689685.1,GCF_045689685.1,GCF_045689685.1,GCA_045689685.1,Levilactobacillus brevis,A156,brevis,brevis,Complete Genome,,fermented soybean food,,South Korea,single cell,PDB_000959,Levilactobacillus brevis||A156,,G:\安雄伟论文\数据\genomes\ncbi\GCA_045689685.1.fa.gz,1,1,1,0,0,0,Optibac,0,0,0,0,0,0,NO,GCF_045689685.1 | GCA_045689685.1,"GCF_045689685.1:current_genome_key,primary_accession,gcf_accession || GCA_045689685.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_045689685.1.fa.gz,GCA_045689685.1.fa.gz,GCA_045689685.1,True,2377811,2305485,5
STRAIN_000945,GCF_045866315.1,GCF_045866315.1,GCF_045866315.1,GCA_045866315.1,Lactiplantibacillus plantarum,SNK12,plantarum,plantarum,Contig,,,,,,PDB_000036,Lactiplantibacillus plantarum||SNK12,,G:\安雄伟论文\数据\genomes\ncbi\GCA_045866315.1.fa.gz,1,1,1,0,1,0,Optibac,0,0,0,0,0,0,NO,GCF_045866315.1 | GCA_045866315.1,"GCF_045866315.1:current_genome_key,primary_accession,gcf_accession || GCA_045866315.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_045866315.1.fa.gz,GCA_045866315.1.fa.gz,GCA_045866315.1,True,3384592,316627,36
STRAIN_000946,GCF_046097075.1,GCF_046097075.1,GCF_046097075.1,GCA_046097075.1,Lactiplantibacillus plantarum,LP104,plantarum,plantarum,Complete Genome,,Korean kimchi,,China:Wuhan,whole organism,PDB_000037,Lactiplantibacillus plantarum||LP104,,G:\安雄伟论文\数据\genomes\ncbi\GCA_046097075.1.fa.gz,1,1,1,0,1,0,Optibac,0,0,0,0,0,0,NO,GCF_046097075.1 | GCA_046097075.1,"GCF_046097075.1:current_genome_key,primary_accession,gcf_accession || GCA_046097075.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_046097075.1.fa.gz,GCA_046097075.1.fa.gz,GCA_046097075.1,True,3206383,3072759,6
STRAIN_000947,GCF_046237615.1,GCF_046237615.1,GCF_046237615.1,GCA_046237615.1,Lactococcus lactis subsp. lactis,303 Genome sequencing and assembly,lactis,lactis|lactis,Complete Genome,,Dairy,,Ireland,Whole organism,PDB_000388,Lactococcus lactis subsp. lactis||303 Genome sequencing and assembly,,G:\安雄伟论文\数据\genomes\ncbi\GCA_046237615.1.fa.gz,1,0,0,0,0,0,,0,0,0,0,0,0,NO,GCF_046237615.1 | GCA_046237615.1,"GCF_046237615.1:current_genome_key,primary_accession,gcf_accession || GCA_046237615.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_046237615.1.fa.gz,GCA_046237615.1.fa.gz,GCA_046237615.1,True,2803566,2595288,5
STRAIN_000948,GCF_046938175.1,GCF_046938175.1,GCF_046938175.1,GCA_046938175.1,Limosilactobacillus reuteri subsp. suis,M770A,reuteri,reuteri|suis,Contig,,intestinal contents of pig,domestic pig,Czech Republic,,PDB_000884,Limosilactobacillus reuteri subsp. suis||M770A,,G:\安雄伟论文\数据\genomes\ncbi\GCA_046938175.1.fa.gz,1,2,2,0,0,0,Optibac,0,0,0,0,0,0,NO,GCF_046938175.1 | GCA_046938175.1,"GCF_046938175.1:current_genome_key,primary_accession,gcf_accession || GCA_046938175.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_046938175.1.fa.gz,GCA_046938175.1.fa.gz,GCA_046938175.1,True,1786097,34585,119
STRAIN_000949,GCF_047223445.1,GCF_047223445.1,GCF_047223445.1,GCA_047223445.1,Lactiplantibacillus plantarum,LP45,plantarum,plantarum,Complete Genome,,Traditional dairy products,,China:Inner Mongolia,mixed culture,PDB_000038,Lactiplantibacillus plantarum||LP45,,G:\安雄伟论文\数据\genomes\ncbi\GCA_047223445.1.fa.gz,1,1,1,0,1,0,Optibac,0,0,0,0,0,0,NO,GCF_047223445.1 | GCA_047223445.1,"GCF_047223445.1:current_genome_key,primary_accession,gcf_accession || GCA_047223445.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_047223445.1.fa.gz,GCA_047223445.1.fa.gz,GCA_047223445.1,True,3018077,2952196,4
STRAIN_000950,GCF_047301025.1,GCF_047301025.1,GCF_047301025.1,GCA_047301025.1,Bifidobacterium breve,JKL2022,breve,breve,Complete Genome,,Human infant fecal,,South Korea: Anseong City,Bacterial isolate,PDB_000599,Bifidobacterium breve||JKL2022,,G:\安雄伟论文\数据\genomes\ncbi\GCA_047301025.1.fa.gz,1,0,0,0,0,0,Optibac,0,0,0,0,0,0,NO,GCF_047301025.1 | GCA_047301025.1,"GCF_047301025.1:current_genome_key,primary_accession,gcf_accession || GCA_047301025.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_047301025.1.fa.gz,GCA_047301025.1.fa.gz,GCA_047301025.1,True,2313948,2313948,1
STRAIN_000951,GCF_047445195.1,GCF_047445195.1,GCF_047445195.1,GCA_047445195.1,Lactiplantibacillus plantarum,LAB39,plantarum,plantarum,Contig,,,,"India:Mehgalya,Shillong",,PDB_000039,Lactiplantibacillus plantarum||LAB39,,G:\安雄伟论文\数据\genomes\ncbi\GCA_047445195.1.fa.gz,1,0,0,0,0,0,Optibac,0,0,0,0,0,0,NO,GCF_047445195.1 | GCA_047445195.1,"GCF_047445195.1:current_genome_key,primary_accession,gcf_accession || GCA_047445195.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_047445195.1.fa.gz,GCA_047445195.1.fa.gz,GCA_047445195.1,True,3249511,267834,92
STRAIN_000952,GCF_047456375.1,GCF_047456375.1,GCF_047456375.1,GCA_047456375.1,Limosilactobacillus reuteri,ZJ617,reuteri,reuteri,Complete Genome,,,pig,China: Hangzhou,,PDB_000250,Limosilactobacillus reuteri||ZJ617,,G:\安雄伟论文\数据\genomes\ncbi\GCA_047456375.1.fa.gz,1,2,2,0,2,0,Optibac,0,0,0,0,0,0,NO,GCF_047456375.1 | GCA_047456375.1,"GCF_047456375.1:current_genome_key,primary_accession,gcf_accession || GCA_047456375.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_047456375.1.fa.gz,GCA_047456375.1.fa.gz,GCA_047456375.1,True,2695904,2538072,3
STRAIN_000953,GCF_047947225.1,GCF_047947225.1,GCF_047947225.1,GCA_047947225.1,Streptococcus thermophilus,STMM3,thermophilus,thermophilus,Chromosome,,Pecorino,,Italy,Cheese,PDB_000975,Streptococcus thermophilus||STMM3,,G:\安雄伟论文\数据\genomes\ncbi\GCA_047947225.1.fa.gz,1,1,1,0,0,1,Optibac,0,0,0,0,0,0,NO,GCF_047947225.1 | GCA_047947225.1,"GCF_047947225.1:current_genome_key,primary_accession,gcf_accession || GCA_047947225.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_047947225.1.fa.gz,GCA_047947225.1.fa.gz,GCA_047947225.1,True,1883210,1883210,1
STRAIN_000954,GCF_048009075.1,GCF_048009075.1,GCF_048009075.1,GCA_048009075.1,Lactiplantibacillus plantarum,C2,plantarum,plantarum,Complete Genome,,plant,,China:Sichuan,mixed culture,PDB_000042,Lactiplantibacillus plantarum||C2,,G:\安雄伟论文\数据\genomes\ncbi\GCA_048009075.1.fa.gz | G:\安雄伟论文\数据\genomes\ncbi\GCF_048009075.1.fa.gz,2,2,2,0,2,0,Optibac,0,0,0,0,0,0,NO,GCF_048009075.1 | GCA_048009075.1,"GCF_048009075.1:current_genome_key,primary_accession,gcf_accession,local_genome_files || GCA_048009075.1:gca_accession,local_genome_files",AMBIGUOUS_MULTIPLE_GENOMES,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCF_048009075.1.fa.gz | /root/autodl-tmp/axw/genomes/ncbi/GCA_048009075.1.fa.gz,GCF_048009075.1.fa.gz | GCA_048009075.1.fa.gz,GCF_048009075.1 | GCA_048009075.1,,,,
STRAIN_000955,GCF_048145425.1,GCF_048145425.1,GCF_048145425.1,GCA_048145425.1,Lactobacillus delbrueckii subsp. lactis,PR06,delbrueckii,delbrueckii|lactis,Contig,,urine,Homo sapiens,France:Caen,,PDB_000889,Lactobacillus delbrueckii subsp. lactis||PR06,,G:\安雄伟论文\数据\genomes\ncbi\GCA_048145425.1.fa.gz,1,2,2,0,0,0,,0,0,0,0,0,0,NO,GCF_048145425.1 | GCA_048145425.1,"GCF_048145425.1:current_genome_key,primary_accession,gcf_accession || GCA_048145425.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_048145425.1.fa.gz,GCA_048145425.1.fa.gz,GCA_048145425.1,True,1858701,41365,78
STRAIN_000956,GCF_049180515.1,GCF_049180515.1,GCF_049180515.1,GCA_049180515.1,Limosilactobacillus fermentum,XJC42,fermentum,fermentum,Scaffold,,milk granule,Homo sapiens,China: Xinjiang,,PDB_000850,Limosilactobacillus fermentum||XJC42,,G:\安雄伟论文\数据\genomes\ncbi\GCA_049180515.1.fa.gz,1,20,20,0,0,0,,0,0,0,0,0,0,NO,GCF_049180515.1 | GCA_049180515.1,"GCF_049180515.1:current_genome_key,primary_accession,gcf_accession || GCA_049180515.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_049180515.1.fa.gz,GCA_049180515.1.fa.gz,GCA_049180515.1,True,1855460,29799,316
STRAIN_000957,GCF_049524615.1,GCF_049524615.1,GCF_049524615.1,GCA_049524615.1,Lactiplantibacillus plantarum,NG3-L5,plantarum,plantarum,Contig,,Japanese pickles,,Japan: Nagano,,PDB_000882,Lactiplantibacillus plantarum||NG3-L5,,G:\安雄伟论文\数据\genomes\ncbi\GCA_049524615.1.fa.gz,1,2,2,0,0,0,Optibac,0,0,0,0,0,0,NO,GCF_049524615.1 | GCA_049524615.1,"GCF_049524615.1:current_genome_key,primary_accession,gcf_accession || GCA_049524615.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_049524615.1.fa.gz,GCA_049524615.1.fa.gz,GCA_049524615.1,True,3474459,45313,246
STRAIN_000958,GCF_049524655.1,GCF_049524655.1,GCF_049524655.1,GCA_049524655.1,Lactiplantibacillus plantarum,NG3-L2,plantarum,plantarum,Contig,,Japanese pickles,,Japan: Nagano,,PDB_000938,Lactiplantibacillus plantarum||NG3-L2,,G:\安雄伟论文\数据\genomes\ncbi\GCA_049524655.1.fa.gz,1,1,1,0,0,0,Optibac,0,0,0,0,0,0,NO,GCF_049524655.1 | GCA_049524655.1,"GCF_049524655.1:current_genome_key,primary_accession,gcf_accession || GCA_049524655.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_049524655.1.fa.gz,GCA_049524655.1.fa.gz,GCA_049524655.1,True,3302146,45313,206
STRAIN_000959,GCF_049524795.1,GCF_049524795.1,GCF_049524795.1,GCA_049524795.1,Lactiplantibacillus plantarum,NG2-L2,plantarum,plantarum,Contig,,Japanese pickles,,Japan: Nagano,,PDB_000939,Lactiplantibacillus plantarum||NG2-L2,,G:\安雄伟论文\数据\genomes\ncbi\GCA_049524795.1.fa.gz,1,1,1,0,0,0,Optibac,0,0,0,0,0,0,NO,GCF_049524795.1 | GCA_049524795.1,"GCF_049524795.1:current_genome_key,primary_accession,gcf_accession || GCA_049524795.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_049524795.1.fa.gz,GCA_049524795.1.fa.gz,GCA_049524795.1,True,3380287,151266,100
STRAIN_000960,GCF_049942745.1,GCF_049942745.1,GCF_049942745.1,GCA_049942745.1,Lactiplantibacillus plantarum,KU15149,plantarum,plantarum,Complete Genome,,kimchi,,South Korea: Seoul,,PDB_000043,Lactiplantibacillus plantarum||KU15149,,G:\安雄伟论文\数据\genomes\ncbi\GCA_049942745.1.fa.gz | G:\安雄伟论文\数据\genomes\ncbi\GCF_049942745.1.fa.gz,2,1,1,0,1,0,,0,0,0,0,0,0,NO,GCF_049942745.1 | GCA_049942745.1,"GCF_049942745.1:current_genome_key,primary_accession,gcf_accession,local_genome_files || GCA_049942745.1:gca_accession,local_genome_files",AMBIGUOUS_MULTIPLE_GENOMES,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCF_049942745.1.fa.gz | /root/autodl-tmp/axw/genomes/ncbi/GCA_049942745.1.fa.gz,GCF_049942745.1.fa.gz | GCA_049942745.1.fa.gz,GCF_049942745.1 | GCA_049942745.1,,,,
STRAIN_000961,GCF_050017215.1,GCF_050017215.1,GCF_050017215.1,GCA_050017215.1,Lactiplantibacillus plantarum,GD2,plantarum,plantarum,Contig,,human gut,Homo sapiens,Turkey,human gut sample,PDB_000044,Lactiplantibacillus plantarum||GD2,,G:\安雄伟论文\数据\genomes\ncbi\GCA_050017215.1.fa.gz | G:\安雄伟论文\数据\genomes\ncbi\GCF_050017215.1.fa.gz,2,1,1,0,1,0,,0,0,0,0,0,0,NO,GCF_050017215.1 | GCA_050017215.1,"GCF_050017215.1:current_genome_key,primary_accession,gcf_accession,local_genome_files || GCA_050017215.1:gca_accession,local_genome_files",AMBIGUOUS_MULTIPLE_GENOMES,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCF_050017215.1.fa.gz | /root/autodl-tmp/axw/genomes/ncbi/GCA_050017215.1.fa.gz,GCF_050017215.1.fa.gz | GCA_050017215.1.fa.gz,GCF_050017215.1 | GCA_050017215.1,,,,
STRAIN_000962,GCF_050565525.1,GCF_050565525.1,GCF_050565525.1,GCA_050565525.1,Bifidobacterium thermophilum,CCRC,thermophilum,thermophilum,Contig,,,Gallus gallus,South Africa: Irene,Single cell,PDB_000682,Bifidobacterium thermophilum||CCRC,,G:\安雄伟论文\数据\genomes\ncbi\GCA_050565525.1.fa.gz | G:\安雄伟论文\数据\genomes\ncbi\GCF_050565525.1.fa.gz,2,0,0,0,0,0,,0,0,0,0,0,0,NO,GCF_050565525.1 | GCA_050565525.1,"GCF_050565525.1:current_genome_key,primary_accession,gcf_accession,local_genome_files || GCA_050565525.1:gca_accession,local_genome_files",AMBIGUOUS_MULTIPLE_GENOMES,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCF_050565525.1.fa.gz | /root/autodl-tmp/axw/genomes/ncbi/GCA_050565525.1.fa.gz,GCF_050565525.1.fa.gz | GCA_050565525.1.fa.gz,GCF_050565525.1 | GCA_050565525.1,,,,
STRAIN_000963,GCF_050846705.1,GCF_050846705.1,GCF_050846705.1,GCA_050846705.1,Bifidobacterium longum,PT4,longum,longum,Scaffold,,,Homo sapiens,Chile: Santiago,,PDB_000721,Bifidobacterium longum||PT4,,G:\安雄伟论文\数据\genomes\ncbi\GCA_050846705.1.fa.gz | G:\安雄伟论文\数据\genomes\ncbi\GCF_050846705.1.fa.gz,2,0,0,0,0,0,,0,0,0,0,0,0,NO,GCF_050846705.1 | GCA_050846705.1,"GCF_050846705.1:current_genome_key,primary_accession,gcf_accession,local_genome_files || GCA_050846705.1:gca_accession,local_genome_files",AMBIGUOUS_MULTIPLE_GENOMES,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCF_050846705.1.fa.gz | /root/autodl-tmp/axw/genomes/ncbi/GCA_050846705.1.fa.gz,GCF_050846705.1.fa.gz | GCA_050846705.1.fa.gz,GCF_050846705.1 | GCA_050846705.1,,,,
STRAIN_000964,GCF_050896535.2,GCF_050896535.2,GCF_050896535.2,GCA_050896535.2,Lactiplantibacillus plantarum,90-TC-4,plantarum,plantarum,Contig,,probiotic strain,,Russia: Orenburg,cell culture,PDB_000807,Lactiplantibacillus plantarum||90-TC-4,,G:\安雄伟论文\数据\genomes\ncbi\GCA_050896535.2.fa.gz,1,0,0,0,0,0,,0,0,0,0,0,0,NO,GCF_050896535.2 | GCA_050896535.2,"GCF_050896535.2:current_genome_key,primary_accession,gcf_accession || GCA_050896535.2:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_050896535.2.fa.gz,GCA_050896535.2.fa.gz,GCA_050896535.2,True,3199559,106250,74
STRAIN_000965,GCF_051048205.1,GCF_051048205.1,GCF_051048205.1,GCA_051048205.1,Levilactobacillus brevis,KU15176,brevis,brevis,Complete Genome,,South Korea,,South Korea,Bacterial cell,PDB_000383,Levilactobacillus brevis||KU15176,,G:\安雄伟论文\数据\genomes\ncbi\GCA_051048205.1.fa.gz | G:\安雄伟论文\数据\genomes\ncbi\GCF_051048205.1.fa.gz,2,1,1,0,1,0,,0,0,0,0,0,0,NO,GCF_051048205.1 | GCA_051048205.1,"GCF_051048205.1:current_genome_key,primary_accession,gcf_accession,local_genome_files || GCA_051048205.1:gca_accession,local_genome_files",AMBIGUOUS_MULTIPLE_GENOMES,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCF_051048205.1.fa.gz | /root/autodl-tmp/axw/genomes/ncbi/GCA_051048205.1.fa.gz,GCF_051048205.1.fa.gz | GCA_051048205.1.fa.gz,GCF_051048205.1 | GCA_051048205.1,,,,
STRAIN_000966,GCF_051123815.1,GCF_051123815.1,GCF_051123815.1,GCA_051123815.1,Lacticaseibacillus rhamnosus,C1,rhamnosus,rhamnosus,Complete Genome,,fermented tofu whey,,China:GuangDong,cell culture,PDB_000215,Lacticaseibacillus rhamnosus||C1,,G:\安雄伟论文\数据\genomes\ncbi\GCA_051123815.1.fa.gz | G:\安雄伟论文\数据\genomes\ncbi\GCF_051123815.1.fa.gz,2,1,1,0,1,0,,0,0,0,0,0,0,NO,GCF_051123815.1 | GCA_051123815.1,"GCF_051123815.1:current_genome_key,primary_accession,gcf_accession,local_genome_files || GCA_051123815.1:gca_accession,local_genome_files",AMBIGUOUS_MULTIPLE_GENOMES,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCF_051123815.1.fa.gz | /root/autodl-tmp/axw/genomes/ncbi/GCA_051123815.1.fa.gz,GCF_051123815.1.fa.gz | GCA_051123815.1.fa.gz,GCF_051123815.1 | GCA_051123815.1,,,,
STRAIN_000967,GCF_051153655.1,GCF_051153655.1,GCF_051153655.1,GCA_051153655.1,Limosilactobacillus fermentum,BE1101-8-5,fermentum,fermentum,Contig,,corn dry-grind fuel ethanol facility,,USA,cell culture,PDB_000962,Limosilactobacillus fermentum||BE1101-8-5,,G:\安雄伟论文\数据\genomes\ncbi\GCA_051153655.1.fa.gz,1,1,1,1,0,0,,0,0,0,0,0,0,NO,GCF_051153655.1 | GCA_051153655.1,"GCF_051153655.1:current_genome_key,primary_accession,gcf_accession || GCA_051153655.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_051153655.1.fa.gz,GCA_051153655.1.fa.gz,GCA_051153655.1,True,1991268,47917,99
