genome_file,genome_path,file_size_bytes,accession_from_filename,accession_base,valid_fasta,contigs,total_bp,n50,largest_contig,smallest_contig,gc_percent,n_percent,error,all_path_accessions,all_path_accession_bases,n_path_accessions
GCA_025189605.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_025189605.1.fa.gz,885643,GCA_025189605.1,GCA_025189605,True,63,2945074,87814,197864,406,46.6804,0.0,,GCA_025189605.1,GCA_025189605,1
GCA_025189845.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_025189845.1.fa.gz,1050373,GCA_025189845.1,GCA_025189845,True,102,3494572,118268,369072,320,44.1456,0.0,,GCA_025189845.1,GCA_025189845,1
GCA_025190015.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_025190015.1.fa.gz,1001392,GCA_025190015.1,GCA_025190015,True,275,3298267,63956,195260,298,44.3329,0.0,,GCA_025190015.1,GCA_025190015,1
GCA_025190105.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_025190105.1.fa.gz,967375,GCA_025190105.1,GCA_025190105,True,65,3218072,125246,371799,324,44.4782,0.0,,GCA_025190105.1,GCA_025190105,1
GCA_025190725.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_025190725.1.fa.gz,937475,GCA_025190725.1,GCA_025190725,True,207,3100037,62834,169880,299,46.1942,0.0,,GCA_025190725.1,GCA_025190725,1
GCA_025190745.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_025190745.1.fa.gz,759721,GCA_025190745.1,GCA_025190745,True,437,2492570,13098,43424,295,46.2534,0.0,,GCA_025190745.1,GCA_025190745,1
GCA_025191785.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_025191785.1.fa.gz,572522,GCA_025191785.1,GCA_025191785,True,333,1887399,13970,65112,267,51.657,0.0,,GCA_025191785.1,GCA_025191785,1
GCA_025194385.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_025194385.1.fa.gz,834194,GCA_025194385.1,GCA_025194385,True,277,2735779,45910,156455,300,45.1504,0.0,,GCA_025194385.1,GCA_025194385,1
GCA_025194725.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_025194725.1.fa.gz,575447,GCA_025194725.1,GCA_025194725,True,37,1954162,167523,671585,304,34.5868,0.0,,GCA_025194725.1,GCA_025194725,1
GCA_025194865.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_025194865.1.fa.gz,596412,GCA_025194865.1,GCA_025194865,True,568,1968036,6063,58967,283,34.6011,0.0,,GCA_025194865.1,GCA_025194865,1
GCA_025194925.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_025194925.1.fa.gz,590361,GCA_025194925.1,GCA_025194925,True,49,2003055,167494,388529,304,34.5638,0.0,,GCA_025194925.1,GCA_025194925,1
GCA_025631195.1.fa.gz,/root/autodl-tmp/axw/genomes/china/ncbi/GCA_025631195.1.fa.gz,889974,GCA_025631195.1,GCA_025631195,True,17,2974503,270632,1078729,203,44.8439,0.004639,,GCA_025631195.1,GCA_025631195,1
GCA_025946725.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_025946725.1.fa.gz,955827,GCA_025946725.1,GCA_025946725,True,1,3214847,3214847,3214847,3214847,46.3748,0.0,,GCA_025946725.1,GCA_025946725,1
GCA_025948295.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_025948295.1.fa.gz,559957,GCA_025948295.1,GCA_025948295,True,1,1897009,1897009,1897009,1897009,39.0666,0.0,,GCA_025948295.1,GCA_025948295,1
GCA_026013765.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_026013765.1.fa.gz,1036808,GCA_026013765.1,GCA_026013765,True,7,3479648,3264284,3264284,3178,44.2368,0.0,,GCA_026013765.1,GCA_026013765,1
GCA_026127565.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_026127565.1.fa.gz,981525,GCA_026127565.1,GCA_026127565,True,119,3258084,93826,213043,594,44.366,0.0,,GCA_026127565.1,GCA_026127565,1
GCA_026127605.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_026127605.1.fa.gz,972453,GCA_026127605.1,GCA_026127605,True,152,3215766,41536,132491,524,44.4612,0.0,,GCA_026127605.1,GCA_026127605,1
GCA_026127635.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_026127635.1.fa.gz,995991,GCA_026127635.1,GCA_026127635,True,80,3316920,183879,736591,506,44.3415,0.0,,GCA_026127635.1,GCA_026127635,1
GCA_026162505.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_026162505.1.fa.gz,653605,GCA_026162505.1,GCA_026162505,True,9,2236819,629573,854710,1119,62.5764,0.0,,GCA_026162505.1,GCA_026162505,1
GCA_026240755.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_026240755.1.fa.gz,990843,GCA_026240755.1,GCA_026240755,True,3,3324561,3257538,3257538,13464,44.5684,0.0,,GCA_026240755.1,GCA_026240755,1
GCA_026967245.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_026967245.1.fa.gz,944743,GCA_026967245.1,GCA_026967245,True,176,3133640,89061,236370,208,46.1541,0.0,,GCA_026967245.1,GCA_026967245,1
GCA_027474465.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_027474465.1.fa.gz,952593,GCA_027474465.1,GCA_027474465,True,8,3195259,2992100,2992100,8686,44.535,0.0,,GCA_027474465.1,GCA_027474465,1
GCA_027557615.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_027557615.1.fa.gz,984947,GCA_027557615.1,GCA_027557615,True,1,3304210,3304210,3304210,3304210,44.5559,0.0,,GCA_027557615.1,GCA_027557615,1
GCA_027568335.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_027568335.1.fa.gz,1073160,GCA_027568335.1,GCA_027568335,True,84,3577013,112713,296122,649,44.1195,0.0,,GCA_027568335.1,GCA_027568335,1
GCA_027664925.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_027664925.1.fa.gz,661718,GCA_027664925.1,GCA_027664925,True,37,2242707,251119,362328,501,59.0148,0.000892,,GCA_027664925.1,GCA_027664925,1
GCA_027672405.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_027672405.1.fa.gz,576891,GCA_027672405.1,GCA_027672405,True,18,1964219,409510,676432,718,34.5726,0.002036,,GCA_027672405.1,GCA_027672405,1
GCA_027693445.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_027693445.1.fa.gz,966951,GCA_027693445.1,GCA_027693445,True,145,3218894,76650,625427,510,46.1588,0.005592,,GCA_027693445.1,GCA_027693445,1
GCA_027854125.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_027854125.1.fa.gz,989589,GCA_027854125.1,GCA_027854125,True,29,3311055,270802,638835,535,44.436,9.1e-05,,GCA_027854125.1,GCA_027854125,1
GCA_027857655.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_027857655.1.fa.gz,871029,GCA_027857655.1,GCA_027857655,True,60,2910708,246488,712425,208,46.675,0.0,,GCA_027857655.1,GCA_027857655,1
GCA_028369155.1.fa.gz,/root/autodl-tmp/axw/genomes/china/ncbi/GCA_028369155.1.fa.gz,653694,GCA_028369155.1,GCA_028369155,True,146,2170046,46343,108264,204,38.4958,0.0,,GCA_028369155.1,GCA_028369155,1
GCA_028446625.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_028446625.1.fa.gz,954805,GCA_028446625.1,GCA_028446625,True,23,3193307,419098,528439,501,44.5951,0.008079,,GCA_028446625.1,GCA_028446625,1
GCA_028475085.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_028475085.1.fa.gz,892921,GCA_028475085.1,GCA_028475085,True,1,3007263,3007263,3007263,3007263,46.69,0.0,,GCA_028475085.1,GCA_028475085,1
GCA_028656165.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_028656165.1.fa.gz,960910,GCA_028656165.1,GCA_028656165,True,3,3220754,3209174,3209174,2326,44.6282,0.0,,GCA_028656165.1,GCA_028656165,1
GCA_028898865.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_028898865.1.fa.gz,729696,GCA_028898865.1,GCA_028898865,True,1,2477907,2477907,2477907,2477907,59.9087,0.0,,GCA_028898865.1,GCA_028898865,1
GCA_029541965.1.fa.gz,/root/autodl-tmp/axw/genomes/china/ncbi/GCA_029541965.1.fa.gz,677914,GCA_029541965.1,GCA_029541965,True,1,2296011,2296011,2296011,2296011,56.5262,0.0,,GCA_029541965.1,GCA_029541965,1
GCA_029814785.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_029814785.1.fa.gz,984835,GCA_029814785.1,GCA_029814785,True,1,3304253,3304253,3304253,3304253,44.5556,0.0,,GCA_029814785.1,GCA_029814785,1
GCA_029823225.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_029823225.1.fa.gz,544759,GCA_029823225.1,GCA_029823225,True,112,1817617,40106,114673,370,52.6741,0.00011,,GCA_029823225.1,GCA_029823225,1
GCA_029834415.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_029834415.1.fa.gz,984819,GCA_029834415.1,GCA_029834415,True,1,3304238,3304238,3304238,3304238,44.5563,0.0,,GCA_029834415.1,GCA_029834415,1
GCA_029854235.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_029854235.1.fa.gz,984133,GCA_029854235.1,GCA_029854235,True,2,3300453,3260357,3260357,40096,44.5212,0.0,,GCA_029854235.1,GCA_029854235,1
GCA_029855065.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_029855065.1.fa.gz,676689,GCA_029855065.1,GCA_029855065,True,1,2306390,2306390,2306390,2306390,59.6198,0.0,,GCA_029855065.1,GCA_029855065,1
GCA_030061895.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_030061895.1.fa.gz,934509,GCA_030061895.1,GCA_030061895,True,1,3140923,3140923,3140923,3140923,46.2976,0.0,,GCA_030061895.1,GCA_030061895,1
GCA_030063125.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_030063125.1.fa.gz,990163,GCA_030063125.1,GCA_030063125,True,34,3309525,357727,845029,229,44.4359,0.0,,GCA_030063125.1,GCA_030063125,1
GCA_030224725.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_030224725.1.fa.gz,853386,GCA_030224725.1,GCA_030224725,True,31,2853776,202698,472904,531,46.7201,0.0,,GCA_030224725.1,GCA_030224725,1
GCA_030262475.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_030262475.1.fa.gz,624706,GCA_030262475.1,GCA_030262475,True,47,2100168,145499,294953,374,38.5647,0.0,,GCA_030262475.1,GCA_030262475,1
GCA_030291755.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_030291755.1.fa.gz,610009,GCA_030291755.1,GCA_030291755,True,1,2060268,2060268,2060268,2060268,51.2041,0.0,,GCA_030291755.1,GCA_030291755,1
GCA_030334805.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_030334805.1.fa.gz,764121,GCA_030334805.1,GCA_030334805,True,65,2570071,136116,303713,225,59.6784,0.011673,,GCA_030334805.1,GCA_030334805,1
GCA_030339395.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_030339395.1.fa.gz,874229,GCA_030339395.1,GCA_030339395,True,41,2933041,163005,363117,201,46.668,0.534701,,GCA_030339395.1,GCA_030339395,1
GCA_030361185.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_030361185.1.fa.gz,886049,GCA_030361185.1,GCA_030361185,True,105,2944230,61823,248158,501,46.6382,0.0,,GCA_030361185.1,GCA_030361185,1
GCA_030414125.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_030414125.1.fa.gz,735204,GCA_030414125.1,GCA_030414125,True,75,2472971,164105,474583,458,58.9572,0.0,,GCA_030414125.1,GCA_030414125,1
GCA_030418275.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_030418275.1.fa.gz,620724,GCA_030418275.1,GCA_030418275,True,2,2096828,2068737,2068737,28091,38.884,0.0,,GCA_030418275.1,GCA_030418275,1
GCA_030437975.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_030437975.1.fa.gz,824866,GCA_030437975.1,GCA_030437975,True,8,2833095,2555628,2555628,8595,34.9021,0.0,,GCA_030437975.1,GCA_030437975,1
GCA_030441965.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_030441965.1.fa.gz,679957,GCA_030441965.1,GCA_030441965,True,11,2292381,657788,792303,582,58.7415,0.0,,GCA_030441965.1,GCA_030441965,1
GCA_030451345.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_030451345.1.fa.gz,483682,GCA_030451345.1,GCA_030451345,True,527,1589543,3228,10427,1501,36.286,0.0,,GCA_030451345.1,GCA_030451345,1
GCA_030457435.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_030457435.1.fa.gz,601573,GCA_030457435.1,GCA_030457435,True,572,1950129,3779,14879,1502,45.22,0.0,,GCA_030457435.1,GCA_030457435,1
GCA_030463605.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_030463605.1.fa.gz,1003212,GCA_030463605.1,GCA_030463605,True,3,3364894,3244418,3244418,48692,44.3093,0.0,,GCA_030463605.1,GCA_030463605,1
GCA_030480425.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_030480425.1.fa.gz,890466,GCA_030480425.1,GCA_030480425,True,1,2997905,2997905,2997905,2997905,46.363,0.0,,GCA_030480425.1,GCA_030480425,1
GCA_030490305.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_030490305.1.fa.gz,888941,GCA_030490305.1,GCA_030490305,True,2,2991982,2945770,2945770,46212,46.6901,0.0,,GCA_030490305.1,GCA_030490305,1
GCA_030520065.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_030520065.1.fa.gz,592322,GCA_030520065.1,GCA_030520065,True,1,2035536,2035536,2035536,2035536,34.7566,0.0,,GCA_030520065.1,GCA_030520065,1
GCA_030721705.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_030721705.1.fa.gz,670782,GCA_030721705.1,GCA_030721705,True,2,2280129,2276709,2276709,3420,38.6469,0.0,,GCA_030721705.1,GCA_030721705,1
GCA_030758995.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_030758995.1.fa.gz,1024678,GCA_030758995.1,GCA_030758995,True,5,3432810,3234503,3234503,38049,44.3593,0.0,,GCA_030758995.1,GCA_030758995,1
GCA_031032805.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_031032805.1.fa.gz,978737,GCA_031032805.1,GCA_031032805,True,43,3263602,229189,528402,515,44.6195,0.020683,,GCA_031032805.1,GCA_031032805,1
GCA_031085385.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_031085385.1.fa.gz,988306,GCA_031085385.1,GCA_031085385,True,13,3329893,1693990,1693990,2170,44.3134,0.781677,,GCA_031085385.1,GCA_031085385,1
GCA_032144055.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_032144055.1.fa.gz,997577,GCA_032144055.1,GCA_032144055,True,79,3319661,92228,314556,204,44.424,0.0,,GCA_032144055.1,GCA_032144055,1
GCA_032463485.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_032463485.1.fa.gz,581736,GCA_032463485.1,GCA_032463485,True,1,1992024,1992024,1992024,1992024,34.7056,0.0,,GCA_032463485.1,GCA_032463485,1
GCA_032466055.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_032466055.1.fa.gz,923690,GCA_032466055.1,GCA_032466055,True,1,3109569,3109569,3109569,3109569,47.9679,0.0,,GCA_032466055.1,GCA_032466055,1
GCA_032477535.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_032477535.1.fa.gz,347453,GCA_032477535.1,GCA_032477535,True,512,1137575,2498,14288,1002,38.889,0.0,,GCA_032477535.1,GCA_032477535,1
GCA_032602185.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_032602185.1.fa.gz,967720,GCA_032602185.1,GCA_032602185,True,4,3248291,3196952,3196952,7124,44.4775,0.0,,GCA_032602185.1,GCA_032602185,1
GCA_032818175.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_032818175.1.fa.gz,1003082,GCA_032818175.1,GCA_032818175,True,3,3364924,3244437,3244437,48701,44.3093,0.0,,GCA_032818175.1,GCA_032818175,1
GCA_033487235.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_033487235.1.fa.gz,700467,GCA_033487235.1,GCA_033487235,True,31,2361132,308093,432737,321,58.8155,0.001101,,GCA_033487235.1,GCA_033487235,1
GCA_033567675.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_033567675.1.fa.gz,671549,GCA_033567675.1,GCA_033567675,True,1,2268931,2268931,2268931,2268931,58.8851,0.0,,GCA_033567675.1,GCA_033567675,1
GCA_033569435.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_033569435.1.fa.gz,581937,GCA_033569435.1,GCA_033569435,True,1,1991561,1991561,1991561,1991561,34.7064,0.0,,GCA_033569435.1,GCA_033569435,1
GCA_033570435.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_033570435.1.fa.gz,633380,GCA_033570435.1,GCA_033570435,True,1,2148242,2148242,2148242,2148242,38.7993,0.0,,GCA_033570435.1,GCA_033570435,1
GCA_033803995.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_033803995.1.fa.gz,576974,GCA_033803995.1,GCA_033803995,True,75,1945742,46851,120495,1070,34.8548,0.0,,GCA_033803995.1,GCA_033803995,1
GCA_033879915.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_033879915.1.fa.gz,744665,GCA_033879915.1,GCA_033879915,True,1,2551975,2551975,2551975,2551975,34.8591,0.0,,GCA_033879915.1,GCA_033879915,1
GCA_033959405.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_033959405.1.fa.gz,649515,GCA_033959405.1,GCA_033959405,True,17,2218127,310856,898808,2028,62.7359,0.004508,,GCA_033959405.1,GCA_033959405,1
GCA_034259105.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_034259105.1.fa.gz,662427,GCA_034259105.1,GCA_034259105,True,3,2272649,2074924,2074924,98428,39.1732,0.0,,GCA_034259105.1,GCA_034259105,1
GCA_034298135.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_034298135.1.fa.gz,578017,GCA_034298135.1,GCA_034298135,True,1,1978847,1978847,1978847,1978847,34.7183,0.0,,GCA_034298135.1,GCA_034298135,1
GCA_034321885.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_034321885.1.fa.gz,1046842,GCA_034321885.1,GCA_034321885,True,101,3500604,132051,341126,558,44.1707,0.007284,,GCA_034321885.1,GCA_034321885,1
GCA_034333585.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_034333585.1.fa.gz,944823,GCA_034333585.1,GCA_034333585,True,6,3169201,3033092,3033092,3516,44.5907,0.0,,GCA_034333585.1,GCA_034333585,1
GCA_035588615.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_035588615.1.fa.gz,1002543,GCA_035588615.1,GCA_035588615,True,4,3362211,3273990,3273990,7524,44.4068,0.0,,GCA_035588615.1,GCA_035588615,1
GCA_036227545.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_036227545.1.fa.gz,566822,GCA_036227545.1,GCA_036227545,True,1,1935423,1935423,1935423,1935423,60.491,0.0,,GCA_036227545.1,GCA_036227545,1
GCA_036281335.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_036281335.1.fa.gz,655508,GCA_036281335.1,GCA_036281335,True,466,2190360,231550,671042,249,35.3619,0.0,,GCA_036281335.1,GCA_036281335,1
GCA_036281515.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_036281515.1.fa.gz,707899,GCA_036281515.1,GCA_036281515,True,244,2375862,402635,908942,209,58.3302,0.0,,GCA_036281515.1,GCA_036281515,1
GCA_036430845.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_036430845.1.fa.gz,915022,GCA_036430845.1,GCA_036430845,True,289,3034991,24060,86281,208,44.4529,0.0,,GCA_036430845.1,GCA_036430845,1
GCA_036452655.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_036452655.1.fa.gz,563218,GCA_036452655.1,GCA_036452655,True,16,1919017,229765,335668,13070,34.9533,0.0,,GCA_036452655.1,GCA_036452655,1
GCA_036595825.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_036595825.1.fa.gz,842836,GCA_036595825.1,GCA_036595825,True,26,2824505,489555,973035,288,46.7261,0.006904,,GCA_036595825.1,GCA_036595825,1
GCA_036595865.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_036595865.1.fa.gz,918513,GCA_036595865.1,GCA_036595865,True,71,3074301,197258,503140,203,46.5076,0.0,,GCA_036595865.1,GCA_036595865,1
GCA_036728855.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_036728855.1.fa.gz,416753,GCA_036728855.1,GCA_036728855,True,340,1365639,4936,15340,1518,39.2247,0.33347,,GCA_036728855.1,GCA_036728855,1
GCA_036784755.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_036784755.1.fa.gz,616365,GCA_036784755.1,GCA_036784755,True,1,2082394,2082394,2082394,2082394,51.5062,0.0,,GCA_036784755.1,GCA_036784755,1
GCA_036880975.1.fa.gz,/root/autodl-tmp/axw/genomes/china/ncbi/GCA_036880975.1.fa.gz,945156,GCA_036880975.1,GCA_036880975,True,40,3156820,208155,456491,2058,44.5648,0.000317,,GCA_036880975.1,GCA_036880975,1
GCA_036903235.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_036903235.1.fa.gz,653167,GCA_036903235.1,GCA_036903235,True,5,2214495,1780913,1780913,9395,38.8098,0.0,,GCA_036903235.1,GCA_036903235,1
GCA_036942465.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_036942465.1.fa.gz,872687,GCA_036942465.1,GCA_036942465,True,375,2893301,37202,180564,200,46.1628,0.006429,,GCA_036942465.1,GCA_036942465,1
GCA_037113575.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_037113575.1.fa.gz,970549,GCA_037113575.1,GCA_037113575,True,2,3254457,3207769,3207769,46688,44.5665,0.0,,GCA_037113575.1,GCA_037113575,1
GCA_037966675.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_037966675.1.fa.gz,866912,GCA_037966675.1,GCA_037966675,True,98,2881593,96001,254229,224,46.7259,0.038173,,GCA_037966675.1,GCA_037966675,1
GCA_037996565.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_037996565.1.fa.gz,591648,GCA_037996565.1,GCA_037996565,True,160,1999999,230674,676038,229,34.784,0.02,,GCA_037996565.1,GCA_037996565,1
GCA_037996585.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_037996585.1.fa.gz,853732,GCA_037996585.1,GCA_037996585,True,239,2827526,40468,118600,205,47.6785,0.017683,,GCA_037996585.1,GCA_037996585,1
GCA_038096155.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_038096155.1.fa.gz,1004555,GCA_038096155.1,GCA_038096155,True,4,3368590,3198110,3198110,44866,44.4241,0.0,,GCA_038096155.1,GCA_038096155,1
GCA_038149605.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_038149605.1.fa.gz,735438,GCA_038149605.1,GCA_038149605,True,3,2532858,2417727,2417727,11336,35.0483,0.0,,GCA_038149605.1,GCA_038149605,1
GCA_038419715.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_038419715.1.fa.gz,948147,GCA_038419715.1,GCA_038419715,True,6,3192332,3142915,3142915,2952,46.4113,0.0,,GCA_038419715.1,GCA_038419715,1
GCA_039566335.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_039566335.1.fa.gz,735087,GCA_039566335.1,GCA_039566335,True,108,2427296,47327,98012,1095,45.9417,0.0,,GCA_039566335.1,GCA_039566335,1
GCA_039612675.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_039612675.1.fa.gz,910961,GCA_039612675.1,GCA_039612675,True,90,3040953,111307,434499,519,46.2443,0.0,,GCA_039612675.1,GCA_039612675,1
GCA_039631215.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_039631215.1.fa.gz,865999,GCA_039631215.1,GCA_039631215,True,147,2867618,43484,122138,1020,46.5445,0.0,,GCA_039631215.1,GCA_039631215,1
GCA_039654845.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_039654845.1.fa.gz,830342,GCA_039654845.1,GCA_039654845,True,132,2767424,43385,126762,1051,47.7533,0.007227,,GCA_039654845.1,GCA_039654845,1
GCA_039725565.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_039725565.1.fa.gz,1021650,GCA_039725565.1,GCA_039725565,True,3,3427597,3334776,3334776,23408,44.3257,0.0,,GCA_039725565.1,GCA_039725565,1
GCA_039783625.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_039783625.1.fa.gz,549024,GCA_039783625.1,GCA_039783625,True,1,1859995,1859995,1859995,1859995,39.0912,0.0,,GCA_039783625.1,GCA_039783625,1
GCA_039880475.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_039880475.1.fa.gz,581938,GCA_039880475.1,GCA_039880475,True,1,1991978,1991978,1991978,1991978,34.7062,0.0,,GCA_039880475.1,GCA_039880475,1
GCA_040267755.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_040267755.1.fa.gz,610449,GCA_040267755.1,GCA_040267755,True,4,2095715,1967430,1967430,35491,34.9974,0.0,,GCA_040267755.1,GCA_040267755,1
GCA_040435965.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_040435965.1.fa.gz,890647,GCA_040435965.1,GCA_040435965,True,5,2981956,2952198,2952198,2411,44.8706,0.0,,GCA_040435965.1,GCA_040435965,1
GCA_040446565.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_040446565.1.fa.gz,868722,GCA_040446565.1,GCA_040446565,True,59,2904588,117608,272377,507,46.6668,0.0,,GCA_040446565.1,GCA_040446565,1
GCA_040567705.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_040567705.1.fa.gz,784233,GCA_040567705.1,GCA_040567705,True,153,2595856,39170,124220,210,45.6382,0.037984,,GCA_040567705.1,GCA_040567705,1
GCA_040705195.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_040705195.1.fa.gz,1010399,GCA_040705195.1,GCA_040705195,True,129,3369431,324265,572692,212,44.3839,0.020775,,GCA_040705195.1,GCA_040705195,1
GCA_040719475.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_040719475.1.fa.gz,995477,GCA_040719475.1,GCA_040719475,True,4,3342342,3222005,3222005,18115,44.4203,0.0,,GCA_040719475.1,GCA_040719475,1
