strain_entity_id,canonical_genome_path,total_bp_x,contigs,largest_contig_bp_x,skani_compatible,exclusion_reason,learned_nearclone_block,raw_nearclone_block,FINAL_nearclone_99_5_block,learned_lineage95_block,raw_lineage95_block,FINAL_lineage_95_block,source_genome_path,normalized_genome_path,n_contigs,total_bp_y,largest_contig_bp_y,normalization_status,parse_status,n_genes,n_contigs_with_genes,partial_genes,internal_stop_proteins,coordinate_length_mismatches,median_protein_length_aa,partial_gene_fraction,gene_call_qc,global_gene_count_extreme,stage02_1_decision
STRAIN_000750,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000750.fa.gz,2893669,57,310149,True,,LNC_0013,RNC_0014,NC_0014,LANI95_0003,RANI95_0003,ANI95_0003,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000750.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000750.fna.gz,57,2893669,310149,PASS,PASS,2749,52,36,0,0,259.0,0.0130956711531466,PASS,False,KEEP
STRAIN_000751,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000751.fa.gz,1902828,85,149358,True,,LNC_0427,RNC_0408,NC_0408,LANI95_0006,RANI95_0006,ANI95_0006,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000751.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000751.fna.gz,85,1902828,149358,PASS,PASS,1912,83,25,0,0,255.0,0.0130753138075313,PASS,False,KEEP
STRAIN_000752,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000752.fa.gz,1920050,10,645270,True,,LNC_0428,RNC_0409,NC_0409,LANI95_0021,RANI95_0021,ANI95_0021,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000752.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000752.fna.gz,10,1920050,645270,PASS,PASS,1886,10,10,0,0,261.0,0.0053022269353128,PASS,False,KEEP
STRAIN_000753,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000753.fa.gz,3250700,65,307873,True,,LNC_0021,RNC_0021,NC_0021,LANI95_0001,RANI95_0001,ANI95_0001,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000753.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000753.fna.gz,65,3250700,307873,PASS,PASS,3111,64,50,0,0,252.0,0.0160720025715204,PASS,False,KEEP
STRAIN_000754,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000754.fa.gz,2859213,2,1449447,True,,LNC_0016,RNC_0018,NC_0018,LANI95_0002,RANI95_0002,ANI95_0002,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000754.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000754.fna.gz,2,2859213,1449447,PASS,PASS,2593,2,2,0,0,275.0,0.0007713073659853,PASS,False,KEEP
STRAIN_000755,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000755.fa.gz,3434822,5,3269650,True,,LNC_0007,RNC_0006,NC_0006,LANI95_0001,RANI95_0001,ANI95_0001,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000755.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000755.fna.gz,5,3434822,3269650,PASS,PASS,3382,5,6,0,0,244.0,0.0017740981667652,PASS,False,KEEP
STRAIN_000756,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000756.fa.gz,2149913,1,2149913,True,,LNC_0429,RNC_0410,NC_0410,LANI95_0005,RANI95_0005,ANI95_0005,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000756.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000756.fna.gz,1,2149913,2149913,PASS,PASS,2112,1,2,0,0,260.5,0.0009469696969696,PASS,False,KEEP
STRAIN_000757,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000757.fa.gz,2392818,33,489873,True,,LNC_0430,RNC_0411,NC_0411,LANI95_0016,RANI95_0016,ANI95_0016,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000757.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000757.fna.gz,33,2392818,489873,PASS,PASS,2028,32,26,0,0,296.0,0.0128205128205128,PASS,False,KEEP
STRAIN_000758,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000758.fa.gz,2393285,1,2393285,True,,LNC_0431,RNC_0412,NC_0412,LANI95_0002,RANI95_0002,ANI95_0002,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000758.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000758.fna.gz,1,2393285,2393285,PASS,PASS,1943,1,1,0,0,311.0,0.0005146680391147,PASS,False,KEEP
STRAIN_000759,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000759.fa.gz,2408466,54,667100,True,,LNC_0432,RNC_0413,NC_0413,LANI95_0002,RANI95_0002,ANI95_0002,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000759.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000759.fna.gz,54,2408466,667100,PASS,PASS,2028,48,51,0,0,306.5,0.0251479289940828,PASS,False,KEEP
STRAIN_000760,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000760.fa.gz,3575075,15,3333671,True,,LNC_0033,RNC_0001,NC_0001,LANI95_0001,RANI95_0001,ANI95_0001,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000760.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000760.fna.gz,15,3575075,3333671,PASS,PASS,3416,15,19,0,0,251.0,0.0055620608899297,PASS,False,KEEP
STRAIN_000761,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000761.fa.gz,1787406,82,132377,True,,LNC_0109,RNC_0104,NC_0104,LANI95_0007,RANI95_0007,ANI95_0007,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000761.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000761.fna.gz,82,1787406,132377,PASS,PASS,1926,78,61,0,0,219.0,0.0316718587746625,PASS,False,KEEP
STRAIN_000762,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000762.fa.gz,1789281,82,132432,True,,LNC_0109,RNC_0104,NC_0104,LANI95_0007,RANI95_0007,ANI95_0007,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000762.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000762.fna.gz,82,1789281,132432,PASS,PASS,1932,77,68,0,0,219.0,0.0351966873706004,PASS,False,KEEP
STRAIN_000763,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000763.fa.gz,2073192,296,64033,True,,LNC_0029,RNC_0031,NC_0031,LANI95_0006,RANI95_0006,ANI95_0006,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000763.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000763.fna.gz,296,2073192,64033,PASS,PASS,2157,251,163,0,0,234.0,0.0755679184051923,PASS,False,KEEP
STRAIN_000764,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000764.fa.gz,2149912,1,2149912,True,,LNC_0433,RNC_0414,NC_0414,LANI95_0013,RANI95_0013,ANI95_0013,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000764.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000764.fna.gz,1,2149912,2149912,PASS,PASS,1721,1,1,0,0,298.0,0.0005810575246949,PASS,False,KEEP
STRAIN_000765,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000765.fa.gz,2399145,5,2297399,True,,LNC_0070,RNC_0065,NC_0065,LANI95_0006,RANI95_0006,ANI95_0006,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000765.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000765.fna.gz,5,2399145,2297399,PASS,PASS,2470,5,3,0,0,228.0,0.0012145748987854,PASS,False,KEEP
STRAIN_000766,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000766.fa.gz,1950042,365,64463,True,,LNC_0434,RNC_0415,NC_0415,LANI95_0019,RANI95_0019,ANI95_0019,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000766.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000766.fna.gz,365,1950042,64463,PASS,PASS,2033,292,222,0,0,231.0,0.1091982292179045,PASS,False,KEEP
STRAIN_000767,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000767.fa.gz,2385558,1,2385558,True,,LNC_0023,RNC_0022,NC_0022,LANI95_0002,RANI95_0002,ANI95_0002,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000767.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000767.fna.gz,1,2385558,2385558,PASS,PASS,1953,1,1,0,0,309.0,0.0005120327700972,PASS,False,KEEP
STRAIN_000768,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000768.fa.gz,3179881,36,528392,True,,LNC_0006,RNC_0008,NC_0008,LANI95_0001,RANI95_0001,ANI95_0001,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000768.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000768.fna.gz,36,3179881,528392,PASS,PASS,3003,26,26,0,0,258.0,0.0086580086580086,PASS,False,KEEP
STRAIN_000769,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000769.fa.gz,1873425,64,246083,True,,LNC_0074,RNC_0069,NC_0069,LANI95_0007,RANI95_0007,ANI95_0007,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000769.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000769.fna.gz,64,1873425,246083,PASS,PASS,1977,56,35,0,0,225.0,0.0177035912999494,PASS,False,KEEP
STRAIN_000770,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000770.fa.gz,1716855,46,348921,True,,LNC_0047,RNC_0044,NC_0044,LANI95_0007,RANI95_0007,ANI95_0007,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000770.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000770.fna.gz,46,1716855,348921,PASS,PASS,1865,43,30,0,0,213.0,0.0160857908847185,PASS,False,KEEP
STRAIN_000771,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000771.fa.gz,1703928,182,106885,True,,LNC_0047,RNC_0044,NC_0044,LANI95_0007,RANI95_0007,ANI95_0007,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000771.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000771.fna.gz,182,1703928,106885,PASS,PASS,1918,171,176,0,0,207.0,0.0917622523461939,PASS,False,KEEP
STRAIN_000772,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000772.fa.gz,1719292,48,290041,True,,LNC_0047,RNC_0044,NC_0044,LANI95_0007,RANI95_0007,ANI95_0007,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000772.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000772.fna.gz,48,1719292,290041,PASS,PASS,1842,43,26,0,0,218.5,0.014115092290988,PASS,False,KEEP
STRAIN_000773,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000773.fa.gz,1728343,56,318122,True,,LNC_0047,RNC_0044,NC_0044,LANI95_0007,RANI95_0007,ANI95_0007,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000773.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000773.fna.gz,56,1728343,318122,PASS,PASS,1853,49,32,0,0,219.0,0.0172692930383162,PASS,False,KEEP
STRAIN_000774,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000774.fa.gz,1693234,37,287389,True,,LNC_0435,RNC_0416,NC_0416,LANI95_0007,RANI95_0007,ANI95_0007,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000774.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000774.fna.gz,37,1693234,287389,PASS,PASS,1820,33,8,0,0,221.5,0.0043956043956043,PASS,False,KEEP
STRAIN_000775,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000775.fa.gz,1854786,84,188902,True,,LNC_0110,RNC_0050,NC_0050,LANI95_0007,RANI95_0007,ANI95_0007,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000775.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000775.fna.gz,84,1854786,188902,PASS,PASS,1945,82,62,0,0,227.0,0.0318766066838046,PASS,False,KEEP
STRAIN_000776,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000776.fa.gz,1852353,75,197256,True,,LNC_0110,RNC_0050,NC_0050,LANI95_0007,RANI95_0007,ANI95_0007,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000776.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000776.fna.gz,75,1852353,197256,PASS,PASS,1936,71,56,0,0,228.0,0.0289256198347107,PASS,False,KEEP
STRAIN_000777,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000777.fa.gz,3129120,258,277626,True,,LNC_0436,RNC_0417,NC_0417,LANI95_0003,RANI95_0003,ANI95_0003,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000777.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000777.fna.gz,258,3129120,277626,PASS,PASS,3040,190,184,0,0,246.0,0.0605263157894736,PASS,False,KEEP
STRAIN_000778,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000778.fa.gz,2542145,213,152662,True,,LNC_0111,RNC_0105,NC_0105,LANI95_0009,RANI95_0009,ANI95_0009,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000778.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000778.fna.gz,213,2542145,152662,PASS,PASS,2617,203,164,0,0,240.0,0.0626671761559037,PASS,False,KEEP
STRAIN_000779,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000779.fa.gz,2593201,211,134682,True,,LNC_0111,RNC_0105,NC_0105,LANI95_0009,RANI95_0009,ANI95_0009,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000779.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000779.fna.gz,211,2593201,134682,PASS,PASS,2696,206,169,0,0,239.0,0.0626854599406528,PASS,False,KEEP
STRAIN_000780,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000780.fa.gz,2369863,1,2369863,True,,LNC_0437,RNC_0418,NC_0418,LANI95_0020,RANI95_0020,ANI95_0020,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000780.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000780.fna.gz,1,2369863,2369863,PASS,PASS,1950,1,2,0,0,308.0,0.001025641025641,PASS,False,KEEP
STRAIN_000781,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000781.fa.gz,5064093,3,5055406,True,,LNC_0438,RNC_0419,NC_0419,LANI95_0024,RANI95_0024,ANI95_0024,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000781.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000781.fna.gz,3,5064093,5055406,PASS,PASS,4635,3,3,0,0,274.0,0.0006472491909385,PASS,False,KEEP
STRAIN_000782,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000782.fa.gz,3255228,1,3255228,True,,LNC_0071,RNC_0066,NC_0066,LANI95_0001,RANI95_0001,ANI95_0001,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000782.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000782.fna.gz,1,3255228,3255228,PASS,PASS,3034,1,0,0,0,261.5,0.0,PASS,False,KEEP
STRAIN_000783,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000783.fa.gz,2266368,20,680428,True,,LNC_0106,RNC_0101,NC_0101,LANI95_0013,RANI95_0013,ANI95_0013,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000783.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000783.fna.gz,20,2266368,680428,PASS,PASS,1865,18,16,0,0,291.0,0.0085790884718498,PASS,False,KEEP
STRAIN_000784,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000784.fa.gz,2505036,88,342003,True,,LNC_0018,RNC_0016,NC_0016,LANI95_0008,RANI95_0008,ANI95_0008,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000784.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000784.fna.gz,88,2505036,342003,PASS,PASS,2563,87,72,0,0,238.0,0.0280920795942255,PASS,False,KEEP
STRAIN_000785,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000785.fa.gz,3320817,8,3058984,True,,LNC_0439,RNC_0420,NC_0420,LANI95_0001,RANI95_0001,ANI95_0001,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000785.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000785.fna.gz,8,3320817,3058984,PASS,PASS,3120,8,10,0,0,258.0,0.0032051282051282,PASS,False,KEEP
STRAIN_000786,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000786.fa.gz,2416492,1,2416492,True,,LNC_0440,RNC_0421,NC_0421,LANI95_0002,RANI95_0002,ANI95_0002,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000786.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000786.fna.gz,1,2416492,2416492,PASS,PASS,2100,1,2,0,0,283.0,0.0009523809523809,PASS,False,KEEP
STRAIN_000787,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000787.fa.gz,2640087,9,2421519,True,,LNC_0018,RNC_0016,NC_0016,LANI95_0008,RANI95_0008,ANI95_0008,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000787.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000787.fna.gz,9,2640087,2421519,PASS,PASS,2661,9,10,0,0,240.0,0.0037579857196542,PASS,False,KEEP
STRAIN_000788,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000788.fa.gz,1991096,1,1991096,True,,LNC_0441,RNC_0422,NC_0422,LANI95_0094,RANI95_0091,ANI95_0091,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000788.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000788.fna.gz,1,1991096,1991096,PASS,PASS,1579,1,2,0,0,312.0,0.0012666244458518,PASS,False,KEEP
STRAIN_000789,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000789.fa.gz,3121984,12,1852232,True,,LNC_0005,RNC_0001,NC_0001,LANI95_0001,RANI95_0001,ANI95_0001,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000789.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000789.fna.gz,12,3121984,1852232,PASS,PASS,2893,12,1,0,0,263.0,0.0003456619426201,PASS,False,KEEP
STRAIN_000790,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000790.fa.gz,3289508,67,505091,True,,LNC_0019,RNC_0001,NC_0001,LANI95_0001,RANI95_0001,ANI95_0001,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000790.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000790.fna.gz,67,3289508,505091,PASS,PASS,3158,60,46,0,0,252.0,0.0145661811272957,PASS,False,KEEP
STRAIN_000791,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000791.fa.gz,3248882,28,547079,True,,LNC_0003,RNC_0003,NC_0003,LANI95_0001,RANI95_0001,ANI95_0001,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000791.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000791.fna.gz,28,3248882,547079,PASS,PASS,3061,28,20,0,0,257.0,0.0065338124795818,PASS,False,KEEP
STRAIN_000792,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000792.fa.gz,3299451,34,481517,True,,LNC_0068,RNC_0063,NC_0063,LANI95_0001,RANI95_0001,ANI95_0001,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000792.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000792.fna.gz,34,3299451,481517,PASS,PASS,3100,33,34,0,0,257.5,0.0109677419354838,PASS,False,KEEP
STRAIN_000793,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000793.fa.gz,3138505,51,774813,True,,LNC_0003,RNC_0003,NC_0003,LANI95_0001,RANI95_0001,ANI95_0001,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000793.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000793.fna.gz,51,3138505,774813,PASS,PASS,2920,44,30,0,0,264.0,0.0102739726027397,PASS,False,KEEP
STRAIN_000794,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000794.fa.gz,2466849,4,2428178,True,,LNC_0041,RNC_0039,NC_0039,LANI95_0008,RANI95_0008,ANI95_0008,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000794.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000794.fna.gz,4,2466849,2428178,PASS,PASS,2442,4,4,0,0,243.0,0.0016380016380016,PASS,False,KEEP
STRAIN_000795,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000795.fa.gz,2958982,143,288148,True,,LNC_0442,RNC_0423,NC_0423,LANI95_0004,RANI95_0004,ANI95_0004,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000795.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000795.fna.gz,143,2958982,288148,PASS,PASS,2938,140,86,0,0,247.0,0.0292716133424098,PASS,False,KEEP
STRAIN_000796,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000796.fa.gz,3346408,7,3200527,True,,LNC_0443,RNC_0424,NC_0424,LANI95_0001,RANI95_0001,ANI95_0001,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000796.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000796.fna.gz,7,3346408,3200527,PASS,PASS,3155,7,8,0,0,254.0,0.0025356576862123,PASS,False,KEEP
STRAIN_000797,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000797.fa.gz,3404719,2,3184937,True,,LNC_0003,RNC_0003,NC_0003,LANI95_0001,RANI95_0001,ANI95_0001,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000797.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000797.fna.gz,2,3404719,3184937,PASS,PASS,3260,2,1,0,0,247.0,0.0003067484662576,PASS,False,KEEP
STRAIN_000798,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000798.fa.gz,2032186,1,2032186,True,,LNC_0444,RNC_0425,NC_0425,LANI95_0005,RANI95_0005,ANI95_0005,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000798.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000798.fna.gz,1,2032186,2032186,PASS,PASS,1983,1,0,0,0,260.0,0.0,PASS,False,KEEP
STRAIN_000799,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000799.fa.gz,3048833,123,434898,True,,LNC_0012,RNC_0013,NC_0013,LANI95_0004,RANI95_0004,ANI95_0004,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000799.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000799.fna.gz,123,3048833,434898,PASS,PASS,3069,108,125,0,0,247.0,0.0407298794395568,PASS,False,KEEP
STRAIN_000800,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000800.fa.gz,2991153,1,2991153,True,,LNC_0004,RNC_0005,NC_0005,LANI95_0003,RANI95_0003,ANI95_0003,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000800.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000800.fna.gz,1,2991153,2991153,PASS,PASS,2774,1,1,0,0,267.0,0.0003604902667627,PASS,False,KEEP
STRAIN_000801,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000801.fa.gz,2172569,1,2172569,True,,LNC_0445,RNC_0426,NC_0426,LANI95_0026,RANI95_0026,ANI95_0026,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000801.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000801.fna.gz,1,2172569,2172569,PASS,PASS,1838,1,1,0,0,303.0,0.000544069640914,PASS,False,KEEP
STRAIN_000802,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000802.fa.gz,3314193,10,3016749,True,,LNC_0009,RNC_0010,NC_0010,LANI95_0001,RANI95_0001,ANI95_0001,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000802.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000802.fna.gz,10,3314193,3016749,PASS,PASS,3159,10,12,0,0,251.0,0.0037986704653371,PASS,False,KEEP
